,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5754,0.0,50.0,0.0,0.4962
split 1,0.0,50.0,0.0,0.5695,0.0,50.0,0.0,0.5167
split 2,0.0,50.0,0.0,0.6005,0.0,50.0,0.0,0.4894
split 3,0.0,50.0,0.0,0.5739,0.0,50.0,0.0,0.5152
split 4,0.0,50.0,0.0,0.5823,0.0,50.0,0.0,0.471
split 5,0.0,50.0,0.0,0.5785,0.0,50.0,0.0,0.5097
mean,0.0,50.0,0.0,0.58,0.0,50.0,0.0,0.4997
std,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0162
test mean,0.0,50.0,0.0,0.5779988813829458,0.0,50.0,0.0,0.49925001868977786
test std,0.0,1.3142260811914743e-14,0.0,0.06702507665270581,0.0,9.39959687352353e-15,0.0,0.08194396272088496
