,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4826,0.0,50.0,0.0,0.538
split 1,0.0,50.0,0.0,0.5061,0.0,50.0,0.0,0.4369
split 2,0.0,50.0,0.0,0.4843,0.0,50.0,0.0,0.5288
split 3,0.0,50.0,0.0,0.4911,0.0,50.0,0.0,0.5111
split 4,0.0,50.0,0.0,0.5003,0.0,50.0,0.0,0.5514
split 5,0.0,50.0,0.0,0.4935,0.0,50.0,0.0,0.5791
mean,0.0,50.0,0.0,0.493,0.0,50.0,0.0,0.5242
std,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0443
test mean,0.0,50.0,0.0,0.5011695633169373,0.0,50.00000000000001,0.0,0.48036855371019826
test std,0.0,1.572008455159306e-14,0.0,0.08195485928512349,0.0,1.5688358818848954e-14,0.0,0.03884341308138228
