,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5854,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5519
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5855,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5237
split 2,18.3,50.39,0.0,4.51,34.01,29.16,33.71,0.0,53.78,0.5817,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5511
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5917,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5036
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5821,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.537
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5827,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5428
mean,16.94,50.06,0.0,0.75,33.45,14.12,33.4,0.0,8.96,0.5848,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.535
std,0.61,0.14,0.0,1.68,0.25,6.73,0.14,0.0,20.04,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169
test mean,16.666666666666668,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111109,33.33333333333333,0.0,0.0,0.5811278453893672,16.666666666666664,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111114,33.33333333333334,0.0,0.0,0.5262480861982961
test std,1.4940084242819207e-14,4.3097491352054105e-14,0.0,0.0,6.9159151421486e-15,1.271841203001849e-14,3.822915934740723e-14,0.0,0.0,0.03364334445249647,1.1234667099445444e-14,3.0664673470028113e-14,0.0,0.0,7.105427357601002e-15,8.472682124045022e-15,2.6107007145801953e-14,0.0,0.0,0.029314554973904623
