,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5713,0.0,50.0,0.0,0.4987
split 1,0.0,50.0,0.0,0.5813,0.0,50.0,0.0,0.5192
split 2,0.0,50.0,0.0,0.587,0.0,50.0,0.0,0.5945
split 3,0.0,50.0,0.0,0.6044,0.0,50.0,0.0,0.5004
split 4,0.0,50.0,0.0,0.5764,0.0,50.0,0.0,0.607
split 5,0.0,50.0,0.0,0.5792,0.0,50.0,0.0,0.5646
mean,0.0,50.0,0.0,0.5833,0.0,50.0,0.0,0.5474
std,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0437
test mean,0.0,50.0,0.0,0.5779465306893158,0.0,50.0,0.0,0.4989064148441719
test std,0.0,1.6300968317080003e-14,0.0,0.07451122330909016,0.0,1.2809491335957507e-14,0.0,0.07310667954295108
