label, neighbor, wall area
457,509,2.6288
457,522,9.7403
457,523,6.85873
457,534,3.44374
457,684,2.71837
457,700,4.05814
461,464,5.05137
461,525,2.47846
461,531,8.15204
461,532,5.5186
461,539,7.03305
461,686,2.68395
464,461,5.05137
464,539,2.21361
464,541,4.92797
464,571,5.38802
464,603,2.45372
464,686,6.89386
465,511,5.11766
465,624,8.13295
468,607,3.37917
468,678,3.46847
468,717,5.58875
468,721,4.4203
468,725,3.24574
483,583,7.04146
483,596,3.46749
484,583,5.27662
484,595,7.07643
484,601,2.87408
484,602,4.5075
489,627,4.30976
489,683,2.17043
489,689,2.68958
490,493,7.0602
490,596,7.12566
490,604,2.3144
492,592,11.4853
492,595,3.43275
492,601,2.45043
492,615,7.35642
492,623,3.02084
492,638,1.68868
492,639,5.4762
493,490,7.0602
493,498,5.01497
493,596,0.494072
493,604,3.48835
493,617,7.18594
494,498,4.42231
494,604,6.34866
494,644,3.95036
494,734,4.60488
496,497,4.51231
496,534,3.66314
496,536,2.88282
496,597,3.13335
496,658,2.06379
496,688,9.11504
496,691,3.01213
497,496,4.51231
497,536,3.332
497,568,10.8237
497,600,1.86406
497,663,4.91093
497,691,6.4209
498,493,5.01497
498,494,4.42231
498,604,1.95847
498,617,2.17794
498,629,2.86024
498,643,7.08406
498,644,4.6786
498,667,1.99158
503,512,3.00922
503,613,1.45204
503,623,4.49791
503,649,5.32583
503,680,7.93651
504,528,2.66647
504,552,2.65339
504,559,4.46998
504,561,8.4745
504,572,1.76898
504,653,2.87158
504,658,4.3126
504,682,5.47846
508,638,3.24509
508,649,4.8612
508,672,4.26765
508,680,7.15124
508,698,3.71105
508,712,4.85555
509,457,2.6288
509,522,2.85286
509,534,6.07937
509,561,2.70365
509,597,5.58178
509,637,5.80257
509,669,4.20079
510,513,8.0061
510,531,1.44768
510,643,4.49576
510,665,7.58707
510,667,0.697232
510,700,1.09092
510,701,4.87438
511,465,5.11766
511,574,1.31697
511,618,4.33787
511,624,2.90276
511,676,8.41974
512,503,3.00922
512,518,1.63596
512,680,4.59936
512,711,7.31657
513,510,8.0061
513,531,5.47148
513,532,3.41404
513,667,5.75809
513,704,4.09852
514,562,3.85068
514,567,5.06455
514,689,6.77407
514,693,2.23658
516,677,3.11778
516,721,4.52322
516,725,2.64792
518,512,1.63596
518,524,2.40199
518,711,7.40251
522,457,9.7403
522,509,2.85286
522,637,3.73733
522,674,4.32248
522,684,3.151
522,699,4.15388
523,457,6.85873
523,525,3.80907
523,534,3.63984
523,536,4.96674
523,538,3.2873
523,700,4.20088
523,701,2.46345
524,518,2.40199
524,590,3.13254
524,593,0.834289
524,711,1.4234
524,743,8.96551
525,461,2.47846
525,523,3.80907
525,531,5.05863
525,538,8.8093
525,539,0.894296
525,701,3.79761
528,504,2.66647
528,559,4.20165
528,561,3.35559
528,657,6.8847
528,669,5.40326
531,461,8.15204
531,510,1.44768
531,513,5.47148
531,525,5.05863
531,532,1.59645
531,701,5.84516
532,461,5.5186
532,513,3.41404
532,531,1.59645
532,686,2.92572
532,704,7.66998
534,457,3.44374
534,496,3.66314
534,509,6.07937
534,523,3.63984
534,536,9.55233
534,597,8.1128
536,496,2.88282
536,497,3.332
536,523,4.96674
536,534,9.55233
536,538,1.51764
536,568,4.94286
538,523,3.2873
538,525,8.8093
538,536,1.51764
538,539,2.73954
538,568,8.73799
538,600,1.15156
539,461,7.03305
539,464,2.21361
539,525,0.894296
539,538,2.73954
539,571,4.1861
539,600,6.34981
541,464,4.92797
541,603,6.05555
541,607,5.11219
541,678,4.07729
541,686,2.78842
541,708,4.39452
547,677,2.28552
547,678,2.61602
547,706,5.02079
547,708,3.19149
547,721,8.49277
548,549,6.94412
548,550,4.52346
548,552,3.92226
549,548,6.94412
549,552,2.13694
549,572,4.18363
549,574,2.62907
549,676,4.94132
550,548,4.52346
550,552,2.59117
550,653,1.16483
550,681,5.86735
550,682,4.51877
552,504,2.65339
552,548,3.92226
552,549,2.13694
552,550,2.59117
552,572,6.97435
552,682,4.94272
559,504,4.46998
559,528,4.20165
559,594,7.14794
559,653,2.45862
559,657,1.60556
559,742,3.0654
561,504,8.4745
561,509,2.70365
561,528,3.35559
561,597,5.82949
561,658,2.51369
561,669,2.11707
562,514,3.85068
562,567,2.48053
562,627,3.8211
562,634,4.02423
562,666,7.16572
562,689,2.44527
567,514,5.06455
567,562,2.48053
567,630,3.85955
567,634,4.16324
567,693,3.57547
567,696,3.57908
567,710,5.21122
568,497,10.8237
568,536,4.94286
568,538,8.73799
568,600,4.24519
571,464,5.38802
571,539,4.1861
571,600,0.812219
571,603,3.79288
571,631,6.71853
572,504,1.76898
572,549,4.18363
572,552,6.97435
572,574,6.3066
572,658,5.80332
574,511,1.31697
574,549,2.62907
574,572,6.3066
574,618,8.62647
574,658,3.62302
574,676,3.5513
574,688,4.29372
583,483,7.04146
583,484,5.27662
583,596,4.82246
583,602,6.57378
590,524,3.13254
590,593,8.93226
590,681,1.83572
592,492,11.4853
592,613,4.04952
592,623,3.43107
593,524,0.834289
593,590,8.93226
593,594,6.08161
593,653,3.28858
593,681,2.32632
593,742,0.702683
593,743,2.68793
594,559,7.14794
594,593,6.08161
594,653,3.52173
594,742,3.63895
595,484,7.07643
595,492,3.43275
595,601,4.84128
596,483,3.46749
596,490,7.12566
596,493,0.494072
596,583,4.82246
596,602,2.29337
596,617,4.42016
597,496,3.13335
597,509,5.58178
597,534,8.1128
597,561,5.82949
597,658,7.48941
600,497,1.86406
600,538,1.15156
600,539,6.34981
600,568,4.24519
600,571,0.812219
600,631,4.66712
600,663,3.20055
601,484,2.87408
601,492,2.45043
601,595,4.84128
601,602,4.5026
601,615,4.06829
601,625,5.3261
601,626,2.95012
602,484,4.5075
602,583,6.57378
602,596,2.29337
602,601,4.5026
602,617,3.29804
602,626,8.78402
603,464,2.45372
603,541,6.05555
603,571,3.79288
603,607,1.28419
603,631,1.69914
603,668,7.2805
603,696,4.18966
604,490,2.3144
604,493,3.48835
604,494,6.34866
604,498,1.95847
607,468,3.37917
607,541,5.11219
607,603,1.28419
607,668,5.43367
607,678,5.26341
607,697,2.40787
607,717,4.26821
607,726,5.91466
613,503,1.45204
613,592,4.04952
613,623,12.7366
615,492,7.35642
615,601,4.06829
615,625,2.74019
615,639,4.28165
617,493,7.18594
617,498,2.17794
617,596,4.42016
617,602,3.29804
617,626,3.32276
617,629,7.17951
618,511,4.33787
618,574,8.62647
618,624,4.30861
618,635,4.07131
618,688,3.15687
623,492,3.02084
623,503,4.49791
623,592,3.43107
623,613,12.7366
623,638,5.39354
623,649,7.99315
624,465,8.13295
624,511,2.90276
624,618,4.30861
624,635,3.18788
624,656,3.84451
624,683,2.97075
625,601,5.3261
625,615,2.74019
625,626,2.10772
625,639,4.62012
625,640,7.22279
625,662,4.62957
626,601,2.95012
626,602,8.78402
626,617,3.32276
626,625,2.10772
626,629,4.19538
626,640,4.54936
626,642,3.02636
627,489,4.30976
627,562,3.8211
627,656,3.31281
627,666,2.98367
627,683,5.98565
627,689,3.52595
628,657,3.56057
628,680,4.22426
628,711,7.55672
628,712,7.8862
628,742,4.16923
629,498,2.86024
629,617,7.17951
629,626,4.19538
629,642,2.82479
629,643,5.48117
629,664,2.7349
629,665,4.69375
630,567,3.85955
630,693,6.47058
630,710,1.50919
630,715,4.10146
631,571,6.71853
631,600,4.66712
631,603,1.69914
631,634,2.88935
631,663,3.4122
631,696,5.73017
634,562,4.02423
634,567,4.16324
634,631,2.88935
634,663,5.68607
634,666,1.72539
634,696,5.35654
635,618,4.07131
635,624,3.18788
635,656,6.66546
635,688,4.89407
635,691,3.83684
637,509,5.80257
637,522,3.73733
637,669,6.59311
637,698,1.80572
637,699,4.19047
638,492,1.68868
638,508,3.24509
638,623,5.39354
638,639,8.39949
638,649,7.61055
638,672,5.93571
639,492,5.4762
639,615,4.28165
639,625,4.62012
639,638,8.39949
639,662,4.68296
639,672,2.8255
639,674,1.67592
640,625,7.22279
640,626,4.54936
640,642,4.92438
640,662,5.06256
642,626,3.02636
642,629,2.82479
642,640,4.92438
642,662,3.51867
642,664,8.33434
642,684,2.3957
643,498,7.08406
643,510,4.49576
643,629,5.48117
643,665,2.00445
643,667,5.44119
644,494,3.95036
644,498,4.6786
644,654,1.86584
644,667,7.24094
644,675,6.55867
644,734,9.3128
649,503,5.32583
649,508,4.8612
649,623,7.99315
649,638,7.61055
649,680,1.90685
653,504,2.87158
653,550,1.16483
653,559,2.45862
653,593,3.28858
653,594,3.52173
653,681,7.49826
653,682,7.30262
654,644,1.86584
654,655,8.62639
654,675,5.73767
654,677,2.10132
654,687,3.34328
654,734,3.32106
655,654,8.62639
655,677,2.36423
655,734,3.53894
656,624,3.84451
656,627,3.31281
656,635,6.66546
656,666,3.24802
656,683,2.60739
656,691,4.73605
657,528,6.8847
657,559,1.60556
657,628,3.56057
657,669,4.44807
657,712,3.94226
657,742,6.13467
658,496,2.06379
658,504,4.3126
658,561,2.51369
658,572,5.80332
658,574,3.62302
658,597,7.48941
658,688,2.45054
662,625,4.62957
662,639,4.68296
662,640,5.06256
662,642,3.51867
662,674,7.40457
662,684,7.034
663,497,4.91093
663,600,3.20055
663,631,3.4122
663,634,5.68607
663,666,5.34474
663,691,3.71599
664,629,2.7349
664,642,8.33434
664,665,6.04618
664,684,3.9466
664,700,2.12643
665,510,7.58707
665,629,4.69375
665,643,2.00445
665,664,6.04618
665,700,4.73216
666,562,7.16572
666,627,2.98367
666,634,1.72539
666,656,3.24802
666,663,5.34474
666,691,3.23455
667,498,1.99158
667,510,0.697232
667,513,5.75809
667,643,5.44119
667,644,7.24094
667,675,4.22064
667,704,2.23529
668,603,7.2805
668,607,5.43367
668,696,4.41365
668,697,6.05441
669,509,4.20079
669,528,5.40326
669,561,2.11707
669,637,6.59311
669,657,4.44807
669,698,4.2067
669,712,1.27581
672,508,4.26765
672,638,5.93571
672,639,2.8255
672,674,7.02703
672,698,3.51697
672,699,3.21682
674,522,4.32248
674,639,1.67592
674,662,7.40457
674,672,7.02703
674,684,2.73645
674,699,5.52401
675,644,6.55867
675,654,5.73767
675,667,4.22064
675,687,8.28647
675,704,6.10067
676,511,8.41974
676,549,4.94132
676,574,3.5513
677,516,3.11778
677,547,2.28552
677,654,2.10132
677,655,2.36423
677,687,4.14265
677,706,4.99193
677,721,3.45829
678,468,3.46847
678,541,4.07729
678,547,2.61602
678,607,5.26341
678,708,6.19074
678,721,4.26459
680,503,7.93651
680,508,7.15124
680,512,4.59936
680,628,4.22426
680,649,1.90685
680,711,1.74899
680,712,2.11404
681,550,5.86735
681,590,1.83572
681,593,2.32632
681,653,7.49826
682,504,5.47846
682,550,4.51877
682,552,4.94272
682,653,7.30262
683,489,2.17043
683,624,2.97075
683,627,5.98565
683,656,2.60739
684,457,2.71837
684,522,3.151
684,642,2.3957
684,662,7.034
684,664,3.9466
684,674,2.73645
684,700,6.77988
686,461,2.68395
686,464,6.89386
686,532,2.92572
686,541,2.78842
686,687,4.58156
686,704,2.94583
686,706,2.07598
686,708,4.53248
687,654,3.34328
687,675,8.28647
687,677,4.14265
687,686,4.58156
687,704,2.97185
687,706,8.64075
688,496,9.11504
688,574,4.29372
688,618,3.15687
688,635,4.89407
688,658,2.45054
688,691,2.40653
689,489,2.68958
689,514,6.77407
689,562,2.44527
689,627,3.52595
691,496,3.01213
691,497,6.4209
691,635,3.83684
691,656,4.73605
691,663,3.71599
691,666,3.23455
691,688,2.40653
693,514,2.23658
693,567,3.57547
693,630,6.47058
696,567,3.57908
696,603,4.18966
696,631,5.73017
696,634,5.35654
696,668,4.41365
696,697,1.91489
696,710,4.8057
697,607,2.40787
697,668,6.05441
697,696,1.91489
697,710,4.3929
697,715,1.1255
697,726,2.30989
697,728,7.38521
698,508,3.71105
698,637,1.80572
698,669,4.2067
698,672,3.51697
698,699,5.99338
698,712,5.89475
699,522,4.15388
699,637,4.19047
699,672,3.21682
699,674,5.52401
699,698,5.99338
700,457,4.05814
700,510,1.09092
700,523,4.20088
700,664,2.12643
700,665,4.73216
700,684,6.77988
700,701,7.81399
701,510,4.87438
701,523,2.46345
701,525,3.79761
701,531,5.84516
701,700,7.81399
704,513,4.09852
704,532,7.66998
704,667,2.23529
704,675,6.10067
704,686,2.94583
704,687,2.97185
706,547,5.02079
706,677,4.99193
706,686,2.07598
706,687,8.64075
706,708,5.67356
708,541,4.39452
708,547,3.19149
708,678,6.19074
708,686,4.53248
708,706,5.67356
710,567,5.21122
710,630,1.50919
710,696,4.8057
710,697,4.3929
710,715,7.25366
711,512,7.31657
711,518,7.40251
711,524,1.4234
711,628,7.55672
711,680,1.74899
711,742,2.5901
711,743,3.51766
712,508,4.85555
712,628,7.8862
712,657,3.94226
712,669,1.27581
712,680,2.11404
712,698,5.89475
715,630,4.10146
715,697,1.1255
715,710,7.25366
715,728,5.09977
717,468,5.58875
717,607,4.26821
717,726,6.52137
721,468,4.4203
721,516,4.52322
721,547,8.49277
721,677,3.45829
721,678,4.26459
721,725,10.0995
725,468,3.24574
725,516,2.64792
725,721,10.0995
726,607,5.91466
726,697,2.30989
726,717,6.52137
726,728,2.80674
