Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
1536,38.0815,38.0815,0.214098,-18.0721,14.1141
1664,50.5304,50.5304,-1.29832,1.54383,17.3361
1680,26.0487,26.0487,-21.8943,12.7989,13.25
1712,46.0079,46.0079,-9.39126,-1.63644,16.2126
1544,32.6557,32.6557,24.9009,14.5917,11.1761
1608,40.1206,40.1206,5.8381,-29.9468,9.22882
1704,44.6703,44.6703,-9.01442,-9.86592,15.0328
1640,33.9089,33.9089,6.06859,16.4035,16.046
1816,35.2206,35.2206,-25.0127,7.29723,11.6481
1688,51.3163,51.3163,-18.6939,-25.0479,6.99045
1752,28.9953,28.9953,9.85359,32.0871,10.194
1496,43.3924,43.3924,20.454,-19.1476,10.218
1464,37.6997,37.6997,9.28767,-26.1466,10.3681
1540,25.9457,25.9457,5.49602,-2.99216,17.0182
1668,36.2943,36.2943,-24.8532,-6.69262,9.9884
1476,41.1968,41.1968,-10.3117,31.4415,11.9929
1572,34.2965,34.2965,34.6855,-6.65303,5.77449
1828,42.7519,42.7519,14.8191,-30.4953,6.85522
1636,52.0541,52.0541,-15.2672,13.118,15.4337
1508,35.377,35.377,-18.7356,23.5723,12.8232
1556,31.6063,31.6063,0.16899,13.4021,16.9367
1588,33.3461,33.3461,12.4449,23.3481,13.1166
1716,25.5605,25.5605,26.5574,-16.665,8.47695
1548,27.7147,27.7147,6.61937,20.8115,15.0962
1580,24.395,24.395,-8.12773,24.0377,14.9952
1516,49.6808,49.6808,24.2857,-23.6569,6.26283
1692,31.4885,31.4885,-16.7723,5.93114,15.1238
1596,31.0999,31.0999,-6.07917,-15.6919,14.2362
1602,45.2824,45.2824,28.6399,-1.78047,10.6902
1570,28.8792,28.8792,-3.74042,-33.0096,8.10105
1826,32.4861,32.4861,1.48858,-8.06115,16.4665
1698,27.7313,27.7313,0.150642,19.3444,16.0364
1634,34.823,34.823,26.7655,9.49669,11.2975
1682,33.2973,33.2973,30.3874,-11.0802,8.05997
1490,50.5661,50.5661,17.7159,24.2788,11.0101
1586,35.8936,35.8936,12.2282,7.27048,16.243
1714,40.9143,40.9143,-14.5828,-28.8155,7.03556
1522,43.2995,43.2995,32.2812,3.66945,8.41485
1610,42.7664,42.7664,7.13295,-16.3866,14.3473
1450,34.1124,34.1124,8.85545,-8.59499,15.9747
1642,27.9062,27.9062,6.35095,24.7218,14.1441
1690,39.2288,39.2288,-18.8399,-9.56832,12.1318
1498,24.1932,24.1932,-0.290576,7.28405,17.448
1466,41.6676,41.6676,7.18944,2.40397,17.1369
1670,31.292,31.292,-24.1797,19.4974,11.0596
1606,51.7906,51.7906,17.2896,-6.66911,14.6251
1830,30.9514,30.9514,-11.6646,26.2186,13.958
1446,32.2728,32.2728,2.57099,-34.1765,7.67458
1494,32.7905,32.7905,3.42533,28.2205,13.4811
1590,34.3523,34.3523,-9.64844,13.7399,16.3741
