Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
128,0,39.6942,6.9915199999999995,14.9992,11.3116
384,0,24.2343,-11.3267,24.4938,7.626239999999999
288,0,20.8728,-25.24,11.6536,6.88462
416,0,26.7835,-5.41959,-1.49684,13.6547
224,0,29.5186,-36.3153,-14.0016,3.0598
272,1,40.5384,-27.505,-32.5292,2.5653099999999998
144,1,28.9626,42.2731,-3.41033,0.0883556
80,0,31.5467,-17.4168,-0.52496,11.8319
336,0,42.9029,-18.0119,-22.5293,10.9052
208,1,31.0748,-2.15918,-44.3784,1.6135700000000002
112,0,39.0394,-8.77775,-22.9956,12.4811
240,0,38.5266,6.9008899999999995,21.1869,9.35747
264,0,33.2032,13.5156,12.632,11.3148
136,0,25.2488,29.5993,-12.7879,7.00053
392,0,24.2704,1.52211,2.40017,13.581
72,0,21.6227,18.5401,-13.5694,11.3718
200,0,30.3807,-41.2818,-5.1761099999999995,-0.054051499999999995
40,0,30.0035,-31.4275,-1.5518,6.22695
296,0,31.4222,15.5104,-18.9326,10.9566
168,1,34.8644,43.3472,12.2908,-1.01304
104,0,24.6172,-8.90938,-19.0393,13.2454
360,0,18.7509,21.2503,-28.2207,6.18814
24,1,28.5541,8.98398,-43.5538,2.71484
280,0,21.8363,-28.5897,12.9831,4.608569999999999
408,0,29.833000000000002,1.51233,19.2023,10.4347
216,0,28.6098,-38.646,2.33074,1.00378
312,0,32.5044,16.5426,33.9254,0.33116599999999996
184,0,24.8909,27.0631,-24.8907,4.94321
440,1,21.9845,-21.9907,34.626,-3.64834
376,0,36.0811,21.7387,27.7054,3.86882
248,0,29.6835,-34.5064,20.5931,-1.63137
4,0,36.7542,1.4363299999999999,-17.143,13.0929
260,0,36.4095,15.2238,-5.63159,12.7548
68,1,38.4015,44.852,1.14488,-2.2058299999999997
324,0,18.857,-21.4808,1.9205900000000002,10.3815
196,0,34.3568,11.745,-27.3786,9.147780000000001
452,1,25.2285,-34.7182,-27.9731,-0.532536
36,1,18.6024,12.8212,-39.7631,4.07003
420,1,29.9707,24.7031,34.8378,-2.78898
100,0,33.9462,38.1776,-14.4667,1.246
228,0,29.232,-35.367,11.3293,0.883569
276,0,27.0444,33.3126,27.1052,0.0912916
404,1,43.9578,37.8337,28.0154,-3.6911400000000003
212,0,20.2655,-39.3577,-16.0325,0.034480000000000004
308,0,32.1944,-24.9931,17.9964,4.98741
180,0,31.3197,3.0024,8.87946,12.8275
244,0,48.4476,-35.2202,-22.5007,1.45791
140,0,28.1105,30.4434,-21.6905,4.255730000000001
396,0,30.4734,-7.78176,-14.8687,13.6853
204,0,30.4897,25.2935,-15.3294,8.4425
172,0,26.7291,32.0224,23.3903,2.84044
364,0,36.0233,-14.1628,27.1737,5.60224
236,0,30.1177,-2.21795,-25.3166,11.7662
412,0,43.5653,-5.64685,-40.032,4.76501
348,0,36.6922,-18.2103,5.4549900000000004,10.779000000000002
220,0,23.0811,26.5863,-9.65765,9.00002
60,0,37.7923,14.7936,-30.9941,6.94623
124,1,25.2013,42.8384,-14.9005,-2.71673
258,0,34.4591,-32.2627,-12.7101,6.15411
130,0,29.4932,1.7498599999999997,-38.6612,5.18255
34,0,29.6676,24.3274,0.25273,10.443
162,0,27.2615,-4.40561,18.9449,10.4071
418,0,27.5262,-5.97959,22.8455,9.029869999999999
98,1,28.2954,39.0305,-19.7545,-0.51127
18,1,22.7428,-46.1159,-1.30845,-3.0643700000000003
274,0,25.5766,-29.3456,-21.0842,6.20385
402,1,24.229,-8.63458,37.5967,-1.90067
82,0,24.0881,-17.0761,17.4425,8.71198
338,0,27.1481,17.4306,-9.07957,12.1864
50,0,23.3322,25.2095,23.2448,5.25948
306,0,28.2791,-24.5048,4.10941,8.720360000000001
242,0,27.1565,-1.20832,-5.7656,13.9781
266,0,29.1033,32.7456,12.4949,5.57167
138,1,23.4951,31.0829,-27.4036,2.86388
394,0,27.8255,1.3716,13.8224,11.9217
74,0,25.3016,18.6099,-0.35989899999999997,12.1238
202,0,19.3372,11.4185,-11.1111,13.1913
42,0,30.0056,13.4393,-0.155937,12.974
106,0,29.5705,-10.9957,16.4459,10.2556
362,0,26.9419,-14.2826,-3.8264400000000003,12.8766
90,1,24.8888,19.215,-36.4929,4.41015
346,0,46.7792,-17.557000000000002,-35.2961,6.312930000000001
218,1,21.5098,-38.346,22.3602,-4.29875
58,0,23.9789,-27.3124,21.355,2.2099599999999997
186,1,20.0562,-44.2958,-11.384,-3.0720099999999997
442,1,23.1545,-18.0425,36.777,-3.85429
250,1,32.6454,5.79651,37.3575,-0.8451879999999999
6,0,18.6933,-3.4401599999999997,10.9771,12.2855
262,0,21.6513,14.2113,8.43512,12.0901
