Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
768,39.246,39.246,-35.4965,-21.9576,1.44936
640,36.2075,36.2075,-17.2421,23.6594,7.46737
544,24.1551,24.1551,-27.2039,-39.7049,2.96515
608,23.6253,23.6253,33.436,7.68835,5.41031
736,26.5993,26.5993,-4.08213,2.04746,15.2899
480,29.4465,29.4465,-23.2383,24.7741,4.68732
656,32.7572,32.7572,12.7058,-10.3642,15.6752
592,30.5936,30.5936,7.17063,-38.574,4.9208
720,26.2818,26.2818,3.55908,28.7212,6.89741
560,34.9926,34.9926,19.7223,14.2283,9.75962
776,21.7325,21.7325,1.36245,-30.3534,10.4877
584,28.5689,28.5689,-24.8046,13.1496,7.51784
712,27.2327,27.2327,-7.01089,-7.40803,15.5579
744,26.6458,26.6458,21.8976,-29.6249,4.948
488,29.3972,29.3972,-21.4861,-17.279,11.417
664,36.5703,36.5703,-10.2643,-22.7877,12.4173
600,32.0958,32.0958,-21.9145,4.8724,11.11
728,52.3119,52.3119,-4.86083,-48.1353,2.26586
472,30.8261,30.8261,-27.1978,22.277,3.24575
568,22.1426,22.1426,5.35504,-29.4823,10.2468
632,26.1831,26.1831,-17.1584,-34.8515,8.91932
504,36.5934,36.5934,13.8265,-42.6901,-1.69213
516,36.4249,36.4249,3.68083,-35.3135,7.6771
772,38.2282,38.2282,22.0284,-13.3764,13.2341
580,32.5615,32.5615,-24.2703,-33.0964,6.72496
708,39.2454,39.2454,-5.79286,-39.4059,8.12507
660,32.2708,32.2708,-30.4554,-25.4716,4.92384
596,20.3424,20.3424,8.00328,3.09077,15.0616
564,38.6877,38.6877,1.1517,12.2831,13.46
692,35.9207,35.9207,23.3843,15.5227,7.65066
756,49.3169,49.3169,-39.4065,-4.69288,-0.191087
500,16.416,16.416,10.8689,22.2921,9.44118
524,46.5612,46.5612,15.7336,-14.7209,14.4304
780,26.4041,26.4041,32.488,-17.632,5.67827
652,28.1844,28.1844,-13.0822,-27.051,11.2978
716,40.6048,40.6048,31.5438,-8.90925,8.95836
684,26.366,26.366,-9.61992,-44.5509,6.23666
620,19.6047,19.6047,-18.2298,18.7095,8.99033
492,31.818,31.818,24.7564,-1.74648,12.0604
540,33.6003,33.6003,-5.20481,-15.3716,14.9491
668,23.7252,23.7252,-11.2507,5.56485,13.7578
732,29.6755,29.6755,-2.78767,-31.0944,10.6556
572,39.8604,39.8604,4.71243,6.53441,14.5629
700,35.5792,35.5792,15.6508,26.4171,5.14437
636,30.2154,30.2154,-16.1912,-8.85103,13.9963
764,41.0361,41.0361,-29.2268,10.145,5.73854
514,27.8933,27.8933,1.48688,-44.0888,3.23818
770,29.5864,29.5864,-35.5,-0.60189,3.52375
674,42.572,42.572,-31.2803,3.30918,6.00839
482,45.3012,45.3012,36.4248,-6.63549,5.03815
786,40.9791,40.9791,-33.7582,-6.42486,5.38527
658,16.5635,16.5635,12.5682,5.10382,14.3799
466,26.7807,26.7807,22.7604,22.1506,5.09528
562,16.7876,16.7876,-32.4553,-31.005,1.35419
626,26.8372,26.8372,9.34055,-16.9102,14.7732
778,31.3943,31.3943,0.267641,-17.7404,14.5577
650,33.9783,33.9783,28.3759,-22.2204,6.16692
586,33.7411,33.7411,-23.3003,19.3003,6.67344
714,30.4483,30.4483,-6.4196,14.1447,12.8391
554,26.4902,26.4902,-1.58503,30.0489,6.73508
490,25.2869,25.2869,7.34266,20.5583,10.937
666,32.409,32.409,-12.476,-3.06929,14.5178
602,15.1074,15.1074,9.14687,28.579,5.93627
570,23.8477,23.8477,-25.8929,-36.832,4.9574
698,33.0374,33.0374,14.3662,12.8883,12.0907
634,40.566,40.566,-17.1881,-21.6452,11.5413
506,24.4634,24.4634,-14.1438,20.1109,9.7593
518,45.992,45.992,37.5866,-16.5113,0.825574
774,52.928,52.928,32.0513,-23.2532,1.95428
582,41.8903,41.8903,35.5565,-12.8493,4.68133
710,32.2147,32.2147,-7.52891,-27.8873,11.669
614,29.8997,29.8997,-19.4788,-27.17,9.8798
486,38.7603,38.7603,8.51701,-7.40443,16.1378
534,24.9886,24.9886,2.05324,32.6743,4.18095
790,25.7153,25.7153,-37.7053,-10.3531,1.98838
598,35.4543,35.4543,7.44525,13.446,13.1348
470,28.2926,28.2926,-25.6488,6.8994,8.84568
694,38.2563,38.2563,-8.04438,-0.235172,15.115
758,41.2071,41.2071,-0.4643,-12.2899,15.6236
654,34.0815,34.0815,-13.9227,14.8313,11.3904
718,39.0007,39.0007,30.2586,-2.7331,9.45477
558,36.8414,36.8414,0.106208,-48.3888,0.118928
686,58.0935,58.0935,16.4982,-32.5044,5.34213
494,42.8279,42.8279,-19.5956,-50.6019,0.0743056
670,36.3434,36.3434,-30.824,-13.9356,6.95373
606,19.7522,19.7522,32.5103,5.3554,6.6479
734,25.8719,25.8719,-2.83429,-21.6465,13.5189
478,36.9627,36.9627,-25.4324,-12.1385,10.3374
638,32.5837,32.5837,-15.9918,8.22965,12.1717
766,33.5595,33.5595,-29.0975,16.7767,3.83427
510,23.4656,23.4656,28.421,12.2543,6.78499
513,22.5738,22.5738,-11.2883,11.3163,12.7894
769,24.3207,24.3207,21.3377,-22.7317,10.0647
641,33.944,33.944,-17.1724,28.2864,5.54407
545,33.0802,33.0802,-30.4306,-34.5741,1.98206
673,45.6628,45.6628,-12.2935,32.4115,4.16963
737,38.5967,38.5967,-27.2945,-43.4061,0.78397
529,35.5213,35.5213,29.8402,-15.0908,8.97202
785,44.3311,44.3311,-34.3427,-14.5832,4.21277
657,29.359,29.359,14.4441,-4.17731,15.3771
593,26.9798,26.9798,7.11477,-25.902,11.7406
561,27.2156,27.2156,19.0787,20.9667,7.00226
625,33.792,33.792,10.3619,-23.004,12.4646
753,51.5971,51.5971,-38.807,-17.5615,-0.542143
521,19.4373,19.4373,-9.87981,-14.9388,14.6554
777,36.8881,36.8881,20.3999,3.18396,12.7127
713,29.4672,29.4672,-7.15959,7.27099,14.1718
553,34.9026,34.9026,-2.81328,-4.74563,15.7363
617,41.0227,41.0227,-18.1628,-4.32428,13.34
489,46.8231,46.8231,-22.1412,-0.902051,11.6498
665,29.255,29.255,-9.8594,-9.74058,15.2634
601,14.7418,14.7418,-21.6921,15.2592,8.76935
729,18.8183,18.8183,-4.71656,-42.9001,6.19549
697,28.415,28.415,14.913,1.9391,14.6452
633,28.812,28.812,-14.7702,-31.1235,10.1595
761,37.1959,37.1959,-1.26481,17.9198,12.0016
505,43.3052,43.3052,-14.8759,-14.6262,13.5512
773,43.8713,43.8713,19.7448,-7.51949,14.2095
581,36.4692,36.4692,-24.6017,-7.3587,10.8093
709,34.3728,34.3728,3.51893,19.2963,11.5944
549,28.5455,28.5455,-1.86099,-35.838,8.7111
741,26.0687,26.0687,-3.58054,9.75902,13.8385
485,33.9962,33.9962,34.12,0.177475,6.52121
661,32.2358,32.2358,-10.0247,-49.3239,2.81312
597,26.947,26.947,-23.2662,-21.3887,9.79497
469,26.6777,26.6777,-27.311,1.30435,9.00712
693,32.4498,32.4498,4.02752,-21.4519,13.5067
629,23.5613,23.5613,10.0982,-0.298881,15.6953
653,44.8625,44.8625,12.648,-37.9344,2.90804
717,32.5941,32.5941,-5.60013,29.503,7.02934
685,22.8636,22.8636,-8.24625,-32.6376,10.4587
621,23.3542,23.3542,-18.6722,32.2288,2.60636
541,43.3282,43.3282,18.1827,8.29424,12.0881
797,35.143,35.143,-38.9322,0.934471,-0.543321
605,41.6041,41.6041,25.6418,8.51088,9.15657
477,33.1018,33.1018,-24.5952,-26.9181,8.16063
573,40.7802,40.7802,-33.2785,11.7164,2.24019
701,51.2934,51.2934,6.43473,-46.7214,-1.52081
637,36.7262,36.7262,-15.4337,2.44578,13.1899
765,40.4475,40.4475,19.8587,-35.7616,1.29377
509,47.3241,47.3241,27.4877,3.42454,9.78589
611,49.0456,49.0456,-20.3514,-39.7875,6.84876
483,22.7769,22.7769,8.81447,-33.3977,7.28471
531,33.1754,33.1754,-7.83159,34.9458,2.6926
659,49.3303,49.3303,13.2453,17.8287,10.6453
595,18.629,18.629,-20.8522,-31.4978,8.67177
467,30.9019,30.9019,6.62611,-14.2383,15.5114
563,38.7134,38.7134,-35.2471,-27.3203,-0.354168
691,45.5537,45.5537,16.287,-26.5335,9.41503
523,25.8206,25.8206,-35.0385,5.5399,2.56419
779,29.2495,29.2495,2.00819,-9.03117,16.1588
651,34.2168,34.2168,-14.6325,-48.5863,3.52401
587,26.4645,26.4645,-22.4603,29.4317,2.58879
715,36.7129,36.7129,-7.90663,18.6798,11.263
555,35.586,35.586,-1.71066,35.2525,2.2393
619,41.0708,41.0708,-19.7619,11.874,10.3758
747,25.9877,25.9877,-29.5548,-29.7861,4.44503
491,41.5331,41.5331,26.2542,-8.10682,12.0609
603,38.2815,38.2815,9.09363,31.2874,3.71905
731,37.3794,37.3794,18.6905,-19.7063,12.5117
571,24.0154,24.0154,-26.8388,-16.2428,8.99526
635,32.6252,32.6252,12.9345,24.0088,7.65787
763,41.9616,41.9616,-1.77381,24.1313,9.59728
519,19.7966,19.7966,-9.24878,-35.317,9.53295
775,30.012,30.012,1.17664,-40.9089,5.78919
647,38.9491,38.9491,26.6968,-29.8937,1.14978
615,25.0497,25.0497,-19.6001,-12.2424,12.6422
487,41.6271,41.6271,24.2613,-26.0407,6.28645
791,39.2857,39.2857,-40.9821,-11.0532,-1.85527
599,48.4204,48.4204,25.4945,-17.4352,10.5795
471,29.1765,29.1765,5.69502,-4.5276,16.1979
567,23.3161,23.3161,-25.2762,-46.8837,-0.0334809
