Label,Value,Area (micro m^2),Center_X,Center_Y,Center_Z
512,1,40.3305,-6.40929,-34.7809,3.00623
640,0,21.364,-16.3647,-6.22396,10.6475
704,0,29.1258,-3.90321,17.2641,12.8711
672,0,31.3942,-8.6511,-18.0708,9.38828
528,0,24.1611,9.09303,-22.1721,8.20774
656,0,28.5121,26.4243,0.810387,8.30972
592,1,47.5064,-26.248,-19.0609,1.9117
464,0,38.5626,7.954860000000001,18.4334,12.0911
688,0,33.5902,21.4691,-6.5098199999999995,9.01093
624,1,36.0727,30.6664,-3.2952199999999996,4.97933
496,0,37.8467,17.3753,-5.65395,10.6598
712,0,30.9005,-1.8841,-24.6964,8.0412
552,0,25.3477,24.3766,-19.9543,2.68514
680,0,35.8156,-7.67192,-28.9508,5.33913
536,0,34.4983,10.4102,-3.5128699999999995,12.6993
664,0,21.6713,-11.2535,-0.6907479999999999,12.6667
600,0,25.6381,13.0712,9.19239,12.583
728,1,30.9133,23.4064,29.6766,3.96231
568,0,34.3748,11.5534,2.78172,13.0574
696,0,47.0268,20.1092,18.8115,9.08633
504,0,48.5474,16.9428,-20.6406,6.2107
516,1,21.3539,-5.2777,37.2318,4.3415300000000006
644,0,48.9747,-15.4692,17.9159,11.0083
708,0,28.9296,3.4795599999999998,27.0945,10.1125
548,1,24.9418,29.3124,-20.8803,-0.9122469999999999
676,1,25.3656,32.0669,-12.2499,0.5720350000000001
484,1,22.283,-29.6124,-7.0464899999999995,4.59373
532,0,19.7321,-1.03078,15.2652,13.2835
596,1,36.4635,-28.8341,3.33609,7.0051
468,1,43.2708,8.52517,36.6385,4.56609
628,0,26.3023,-0.521257,-28.2983,6.88333
524,1,19.6875,7.350619999999999,-34.5955,4.6822
684,0,41.7852,-6.79955,-5.8616,12.7617
492,1,43.3243,-23.3764,-16.066,4.95336
668,0,26.4665,17.0865,24.6555,8.35213
604,1,25.8276,-25.5032,12.317,8.72757
572,0,29.8029,24.0485,-15.8543,4.45894
700,0,42.7435,-4.02679,-0.7331270000000001,13.6497
508,0,35.9502,-7.966060000000001,-23.8522,7.3983300000000005
514,1,22.2636,30.1892,13.1526,5.7512300000000005
642,0,27.1059,-13.8645,-2.94889,11.839
706,0,33.1819,-1.78625,27.9976,9.90594
674,0,35.2298,-7.187,-13.1303,11.138
658,0,41.6491,19.2212,-13.7199,7.6134699999999995
594,0,17.7946,12.8364,-28.2913,5.44838
562,0,27.2264,26.7061,9.87094,8.132010000000001
626,0,36.9281,-20.4374,-3.0552799999999998,9.78075
498,0,41.5617,-18.7611,10.8714,10.978
522,0,34.3092,-0.68295,-10.9193,12.2218
682,0,23.7757,21.5043,-23.1998,3.21512
618,0,28.9941,27.0216,-7.70162,5.92276
490,1,18.7395,-26.7758,6.87372,8.21848
