,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.44,49.95,1.66,3.7,33.76,45.6,33.45,54.19,49.17,0.5798,16.66,49.97,0.0,0.0,33.16,11.12,33.37,0.0,0.0,0.5408
split 1,17.01,50.01,0.7,0.33,33.46,68.52,33.36,72.21,100.0,0.5853,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5155
split 2,17.34,50.05,1.97,0.0,33.56,30.53,33.42,58.17,0.0,0.5803,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5473
split 3,17.33,50.06,1.93,0.0,33.56,30.87,33.42,59.21,0.0,0.589,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5257
split 4,17.39,50.02,1.82,0.34,33.56,49.22,33.4,59.48,54.79,0.58,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5323
split 5,17.06,50.06,1.11,0.0,33.47,29.0,33.4,53.58,0.0,0.5846,18.07,49.91,4.31,0.0,33.74,34.18,33.36,69.18,0.0,0.5144
mean,17.43,50.02,1.53,0.73,33.56,42.29,33.41,59.47,33.99,0.5831,16.9,49.98,0.72,0.0,33.37,14.96,33.34,11.53,0.0,0.5293
std,0.47,0.04,0.47,1.34,0.1,14.1,0.03,6.15,37.61,0.0034,0.52,0.03,1.6,0.0,0.18,8.6,0.01,25.78,0.0,0.0122
test mean,17.137535149704686,50.044919685954774,1.3676857631592596,0.0,33.48992138465823,12.862451954701546,33.419201645895626,5.168154218209023,0.0,0.5787605554005123,18.48870205152285,50.16809290953544,5.298013245033113,0.0,34.263392857142854,14.614089614089613,33.585858585858574,10.256410256410255,0.0,0.5329845010910841
test std,1.5616564606949284,0.2760584287052803,4.47138486601229,0.0,0.5377057882660662,5.539050502188457,0.3807590714847031,16.423847080811054,0.0,0.042546614958990925,4.820652508289338,0.44473203578409104,14.017225489083925,0.0,2.460706204487152,9.268009966886453,0.6681190179456092,27.13591088271375,0.0,0.031155712253400664
