,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6065,0.0,50.0,0.0,0.5183
split 1,0.0,50.0,0.0,0.5841,0.0,50.0,0.0,0.5693
split 2,0.0,50.0,0.0,0.6012,0.0,50.0,0.0,0.484
split 3,0.0,50.0,0.0,0.6046,0.0,50.0,0.0,0.4886
split 4,0.0,50.0,0.0,0.5841,0.0,50.0,0.0,0.4878
split 5,0.0,50.0,0.0,0.5965,0.0,50.0,0.0,0.4275
mean,0.0,50.0,0.0,0.5962,0.0,50.0,0.0,0.4959
std,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0425
test mean,0.0,50.0,0.0,0.5740789382943794,0.0,50.000000000000014,0.0,0.4780694185306542
test std,0.0,1.1754795421389178e-14,0.0,0.07886495066257625,0.0,1.794032467181608e-14,0.0,0.06286570174658064
