,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4972,0.0,50.0,0.0,0.5321
split 1,0.0,50.0,0.0,0.5304,0.0,50.0,0.0,0.4778
split 2,0.0,50.0,0.0,0.5144,0.0,50.0,0.0,0.5594
split 3,0.0,50.0,0.0,0.506,0.0,50.0,0.0,0.5925
split 4,0.0,50.0,0.0,0.5126,0.0,50.0,0.0,0.5841
split 5,0.0,50.0,0.0,0.5003,0.0,50.0,0.0,0.5253
mean,0.0,50.0,0.0,0.5101,0.0,50.0,0.0,0.5452
std,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0389
test mean,0.0,50.00000000000001,0.0,0.5237038301696318,0.0,50.0,0.0,0.5356672098729438
test std,0.0,2.1128469759191495e-14,0.0,0.07859685756632452,0.0,1.464821375527116e-14,0.0,0.0720163560571549
