,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5369,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5606
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.546,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4806
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5375,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5655
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5482,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5103
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5561,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4735
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5474,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5234
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5454,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.519
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354
test mean,16.666666666666668,49.99999999999999,0.0,0.0,33.333333333333336,11.111111111111109,33.333333333333336,0.0,0.0,0.5431477270478379,16.66666666666667,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111112,33.33333333333334,0.0,0.0,0.545947330747083
test std,1.1839262103664666e-14,3.4809342861069267e-14,0.0,0.0,7.817669771557416e-15,1.0866463169453158e-14,3.276454081809727e-14,0.0,0.0,0.04302421634057542,1.3113797212790068e-14,3.7345763888702946e-14,0.0,0.0,5.617333549722722e-15,1.1682163181672949e-14,3.508023677435456e-14,0.0,0.0,0.05515306513541993
