,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5938,0.0,50.0,0.0,0.5625
split 1,1.11,50.28,100.0,0.5826,0.0,49.32,0.0,0.5137
split 2,0.0,50.0,0.0,0.6145,0.0,50.0,0.0,0.4599
split 3,0.0,50.0,0.0,0.6085,0.0,50.0,0.0,0.5149
split 4,0.0,50.0,0.0,0.6129,0.0,50.0,0.0,0.5428
split 5,0.0,50.0,0.0,0.6187,0.0,50.0,0.0,0.3756
mean,0.18,50.05,16.67,0.6052,0.0,49.89,0.0,0.4949
std,0.41,0.1,37.27,0.0128,0.0,0.25,0.0,0.062
