,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.7,50.46,39.19,38.47,44.41,49.08,38.65,57.41,51.17,0.652,32.24,43.02,24.48,29.22,34.04,34.26,34.25,29.23,39.3,0.5378
split 1,41.38,51.95,30.14,42.04,43.89,46.82,40.37,52.6,47.48,0.6465,35.3,42.07,26.74,37.08,36.74,38.88,34.87,45.86,35.9,0.5462
split 2,45.28,53.34,36.32,46.19,46.83,48.92,43.2,54.37,49.2,0.6625,30.98,41.59,10.35,40.99,35.36,36.62,33.3,38.73,37.83,0.5542
split 3,39.13,51.78,25.7,39.92,42.75,48.25,39.09,59.55,46.1,0.6513,29.76,41.81,19.69,27.77,32.47,32.47,32.17,30.67,34.58,0.5001
split 4,42.55,50.58,33.88,43.2,44.18,46.63,40.53,52.95,46.42,0.6455,30.72,44.67,16.15,31.35,34.96,41.36,33.74,56.78,33.55,0.5457
split 5,40.55,50.65,29.42,41.58,43.09,46.69,39.01,53.16,47.9,0.6384,37.87,47.99,35.69,29.94,40.1,42.43,36.97,44.99,45.33,0.5955
mean,41.93,51.46,32.44,41.9,44.19,47.73,40.14,55.01,48.04,0.6493,32.81,43.53,22.18,32.72,35.61,37.67,34.22,41.04,37.75,0.5466
std,1.93,1.03,4.52,2.45,1.32,1.05,1.54,2.59,1.72,0.0074,2.86,2.25,8.07,4.72,2.39,3.59,1.49,9.48,3.89,0.0279
test mean,39.18088515205695,51.87182046407079,24.7552452011865,40.915589790913565,43.2877987854605,48.88844605748812,40.63725118568491,57.69838240361908,48.32970458316034,0.6407393914493407,30.767571802744612,43.166733251236856,19.475000304333257,29.66098185266372,34.03722022831415,36.66780231480263,33.82101330182068,37.692500218398415,38.4898934241888,0.5375472776107488
test std,9.259568330290856,6.71648718192151,14.440402656052465,12.099373585775979,7.672874569948166,11.293419279243395,6.623239655644544,26.520656198516622,12.804613704181875,0.05096745603360795,3.0172714257690427,4.266480431972985,7.6630002145382115,7.3825820581301445,2.9370987512363644,6.301689112436503,3.0449575201711774,13.775850101012827,15.539538662453742,0.03138704148130487
