,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.5282
split 1,0.0,50.0,0.0,0.5027,0.0,50.0,0.0,0.502
split 2,0.0,50.0,0.0,0.5059,0.0,50.0,0.0,0.4812
split 3,0.0,50.0,0.0,0.5172,0.0,50.0,0.0,0.5141
split 4,0.0,50.0,0.0,0.5218,0.0,50.0,0.0,0.3981
split 5,0.0,50.0,0.0,0.506,0.0,50.0,0.0,0.5692
mean,0.0,50.0,0.0,0.5083,0.0,50.0,0.0,0.4988
std,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0525
