,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.517,0.0,50.0,0.0,0.4634
split 1,0.0,50.0,0.0,0.4954,0.0,50.0,0.0,0.5089
split 2,0.0,50.0,0.0,0.5097,0.0,50.0,0.0,0.4654
split 3,0.0,50.0,0.0,0.486,0.0,50.0,0.0,0.5527
split 4,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.6041
split 5,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.5549
mean,0.0,50.0,0.0,0.5004,0.0,50.0,0.0,0.5249
std,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0509
test mean,0.0,50.0,0.0,0.5109969367294527,0.0,50.0,0.0,0.49197585026062585
test std,0.0,1.5378302753758526e-14,0.0,0.07953987602073774,0.0,1.6473255640462455e-14,0.0,0.04245679833280427
