,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5828,0.0,50.0,0.0,0.5616
split 1,0.0,50.0,0.0,0.61,0.0,50.0,0.0,0.4962
split 2,0.0,50.0,0.0,0.581,0.0,50.0,0.0,0.5187
split 3,0.0,50.0,0.0,0.6125,0.0,50.0,0.0,0.479
split 4,0.0,50.0,0.0,0.5946,0.0,50.0,0.0,0.4943
split 5,1.61,50.35,88.04,0.5961,0.0,49.09,0.0,0.3552
mean,0.27,50.06,14.67,0.5962,0.0,49.85,0.0,0.4842
std,0.6,0.13,32.81,0.012,0.0,0.34,0.0,0.0634
test mean,0.0,50.00000000000001,0.0,0.5751995084852668,0.0,50.0,0.0,0.5003224532583623
test std,0.0,1.3540601241132825e-14,0.0,0.07894369740725508,0.0,1.6663704229186144e-14,0.0,0.08929787723082118
