,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5759,0.0,50.0,0.0,0.5002
split 1,0.0,50.0,0.0,0.5608,0.0,50.0,0.0,0.5874
split 2,0.0,50.0,0.0,0.5842,0.0,50.0,0.0,0.476
split 3,0.0,50.0,0.0,0.5682,0.0,50.0,0.0,0.458
split 4,0.0,50.0,0.0,0.578,0.0,50.0,0.0,0.4436
split 5,0.0,50.0,0.0,0.5743,0.0,50.0,0.0,0.5523
mean,0.0,50.0,0.0,0.5735,0.0,50.0,0.0,0.5029
std,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0514
test mean,0.0,50.0,0.0,0.5729935731506195,0.0,50.0,0.0,0.5177951659733234
test std,0.0,1.3735440048751868e-14,0.0,0.07797979915098055,0.0,1.6663704229186144e-14,0.0,0.08287140099711399
