,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5123,0.0,50.0,0.0,0.52
split 1,0.0,50.0,0.0,0.5079,0.0,50.0,0.0,0.548
split 2,0.0,50.0,0.0,0.5282,0.0,50.0,0.0,0.4613
split 3,0.0,50.0,0.0,0.4966,0.0,50.0,0.0,0.4785
split 4,0.0,50.0,0.0,0.5145,0.0,50.0,0.0,0.5143
split 5,0.0,50.0,0.0,0.5146,0.0,50.0,0.0,0.5111
mean,0.0,50.0,0.0,0.5124,0.0,50.0,0.0,0.5055
std,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0283
test mean,0.0,50.0,0.0,0.5113472169482859,0.0,49.99999999999999,0.0,0.4780841444544594
test std,0.0,1.334291761984158e-14,0.0,0.07496808529538619,0.0,1.6085595323533783e-14,0.0,0.05095118904887199
