,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.59,0.0,50.0,0.0,0.5384
split 1,0.0,50.0,0.0,0.598,0.0,50.0,0.0,0.5032
split 2,0.0,50.0,0.0,0.5844,0.0,50.0,0.0,0.4536
split 3,0.0,50.0,0.0,0.6024,0.0,50.0,0.0,0.5036
split 4,0.0,50.0,0.0,0.5978,0.0,50.0,0.0,0.4775
split 5,0.0,50.0,0.0,0.5957,0.0,50.0,0.0,0.455
mean,0.0,50.0,0.0,0.5947,0.0,50.0,0.0,0.4886
std,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.03
test mean,0.0,49.999999999999986,0.0,0.5523246654876587,0.0,50.0,0.0,0.5132233983048904
test std,0.0,1.6543675985604878e-14,0.0,0.0846802565667199,0.0,1.4210854715202004e-14,0.0,0.09037702364727851
