,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,34.77,36.17,40.81,27.35,35.69,35.95,36.73,34.68,36.43,0.528,24.76,12.96,47.16,14.16,30.67,25.78,21.21,35.06,21.05,0.4554
split 1,31.66,45.91,42.6,6.48,37.6,42.02,37.44,37.1,51.52,0.5401,27.29,35.51,37.35,9.02,30.93,29.95,29.7,32.88,27.27,0.4763
split 2,30.08,37.41,46.86,5.98,36.31,37.03,37.3,35.71,38.1,0.5366,30.11,29.47,43.8,17.05,34.53,42.92,35.44,32.2,61.11,0.4929
split 3,33.91,47.56,28.24,25.94,36.89,37.21,36.48,39.09,36.07,0.5329,26.7,44.72,18.37,17.02,32.88,35.3,31.79,36.0,38.1,0.4813
split 4,43.96,49.69,45.24,36.96,44.32,44.01,46.46,44.56,41.02,0.6124,29.43,34.69,27.38,26.23,30.14,30.71,28.7,30.77,32.65,0.4563
mean,34.88,43.35,40.75,20.54,38.16,39.24,38.88,38.23,40.62,0.55,27.66,31.47,34.81,16.7,31.83,32.93,29.37,33.38,36.04,0.4724
std,4.83,5.5,6.6,12.29,3.14,3.17,3.81,3.49,5.72,0.0315,1.93,10.47,10.64,5.59,1.64,5.84,4.69,1.91,13.75,0.0146
