,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.562,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5205
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5562,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5263
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.556,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5408
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5499,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5789
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5584,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5245
split 5,26.46,48.95,0.0,30.43,35.84,25.02,34.69,0.0,40.37,0.554,24.14,47.88,0.0,24.54,33.56,21.93,34.04,0.0,31.74,0.5759
mean,18.3,49.82,0.0,5.07,33.75,13.43,33.56,0.0,6.73,0.5561,17.91,49.65,0.0,4.09,33.37,12.91,33.45,0.0,5.29,0.5445
std,3.65,0.39,0.0,11.34,0.93,5.18,0.51,0.0,15.04,0.0037,2.78,0.79,0.0,9.14,0.08,4.03,0.26,0.0,11.83,0.0241
test mean,16.666666666666664,50.0,0.0,0.0,33.333333333333336,11.111111111111109,33.33333333333332,0.0,0.0,0.5338758096081327,16.666666666666668,50.00000000000001,0.0,0.0,33.33333333333333,11.11111111111111,33.333333333333336,0.0,0.0,0.5021139418834698
test std,1.4358121391663945e-14,4.305342888132506e-14,0.0,0.0,9.173067274558417e-15,1.2572696587617414e-14,3.845192745772621e-14,0.0,0.0,0.07373782841329403,1.794032467181608e-14,5.509570548863544e-14,0.0,0.0,5.617333549722722e-15,1.687538997430238e-14,5.080504779924088e-14,0.0,0.0,0.027272019689143463
