,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,32.59,49.73,14.43,33.61,38.46,43.39,36.22,51.14,42.79,0.5953,25.95,44.11,1.27,32.48,32.89,34.46,33.4,38.12,31.86,0.5206
split 1,25.43,49.47,1.02,25.79,35.64,50.81,34.45,76.16,41.81,0.5856,24.63,46.32,0.0,27.58,33.78,24.53,32.5,0.0,41.07,0.5174
split 2,30.6,50.84,10.93,30.02,38.11,42.52,36.14,45.98,45.45,0.6007,23.3,43.67,6.3,19.93,30.38,29.76,31.41,31.56,26.3,0.5126
split 3,34.04,50.42,23.52,28.19,39.19,44.07,36.44,50.52,45.23,0.5983,27.31,43.79,19.1,19.04,32.27,33.24,31.83,30.59,37.28,0.516
split 4,29.11,49.92,4.82,32.6,37.37,47.59,35.73,65.44,41.58,0.5956,25.42,42.07,16.43,17.76,30.12,30.17,30.95,35.21,24.33,0.4807
split 5,32.44,50.09,18.77,28.47,38.42,44.81,35.93,55.53,42.96,0.6012,26.12,42.0,7.48,28.88,31.62,31.81,30.95,30.82,33.65,0.4683
mean,30.7,50.08,12.25,29.78,37.86,45.53,35.82,57.46,43.3,0.5961,25.46,43.66,8.43,24.28,31.84,30.66,31.84,27.72,32.42,0.5026
std,2.83,0.45,7.72,2.67,1.13,2.84,0.65,10.31,1.52,0.0052,1.26,1.45,7.14,5.6,1.31,3.19,0.88,12.68,5.82,0.0203
test mean,25.501128234752358,48.63897368618977,5.807558003070527,22.056853014996758,35.31321221504441,30.82681490859882,34.22863127618704,20.851577712271915,37.40023573733749,0.5991816215689609,23.310557636508246,46.172939698416975,5.628394913994016,18.130338297113735,32.225527998416524,30.8606393146755,32.45975077668518,26.146575413981274,33.97559175336005,0.5277024542867458
test std,4.412575433679427,3.403488862922808,11.215549500126931,11.680577569817553,3.1936674965538345,10.701867538320503,1.944459271965128,34.13028890838649,19.259659804126805,0.05194539971806791,2.2278367089869473,2.1843475387533813,5.00888312767142,7.444160093728326,2.0341564810655335,10.67489731656839,1.2524529643210118,31.017232232342423,14.85326512582239,0.03420238870536015
