,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5613,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5465
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5637,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4913
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5531,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5737
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5657,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5284
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.563,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5062
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5478,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.6265
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5591,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5454
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045
test mean,16.666666666666668,50.0,0.0,0.0,33.33333333333333,11.111111111111109,33.333333333333336,0.0,0.0,0.562136966032172,16.666666666666668,50.00000000000001,0.0,0.0,33.33333333333333,11.111111111111114,33.33333333333334,0.0,0.0,0.5393086856348865
test std,1.257395454915817e-14,3.6956851325602036e-14,0.0,0.0,7.470042121409604e-15,1.0988049758434225e-14,3.32875192657915e-14,0.0,0.0,0.05978857976722247,1.0509068785146553e-14,3.045817500343561e-14,0.0,0.0,7.944109290391274e-15,8.97016233590804e-15,2.6939785314722367e-14,0.0,0.0,0.02170150855261224
