plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
P9,0,724,667,42.4358,34.2472,6.85659,6.117431617312939,5059,3432
P9,0,724,701,42.4358,31.3541,2.65469,7.318516166655643,5059,4598
P9,0,724,721,42.4358,40.3595,0.705918,9.221316093730872,5059,6308
P9,0,724,873,42.4358,37.5277,5.51978,6.176241133416021,5059,4970
P9,0,724,1048,42.4358,38.0761,8.07254,5.500664661322666,5059,5584
P9,0,724,1049,42.4358,41.8446,5.35365,7.249175710961901,5059,6423
P9,0,751,556,42.6745,27.1938,1.83204,8.053913508971894,5326,4612
P9,0,751,675,42.6745,39.884,7.46345,5.90363755697282,5326,5032
P9,0,751,701,42.6745,31.3541,5.86064,6.337355920255702,5326,4598
P9,0,751,839,42.6745,29.0994,3.0341,7.706344602987853,5326,5328
P9,0,751,840,42.6745,27.273,3.40171,6.450832351720203,5326,3978
P9,0,751,842,42.6745,28.1418,6.28643,5.427800985666295,5326,3901
P9,0,751,873,42.6745,37.5277,1.455,8.176796484106719,5326,4970
P9,0,868,650,43.9722,28.0437,2.34043,8.040625513136398,5894,4486
P9,0,868,736,43.9722,27.5949,2.4458,7.9375263275153936,5894,5095
P9,0,868,825,43.9722,38.4284,4.0266,7.794467045282826,5894,5984
P9,0,868,830,43.9722,30.071,7.59905,5.146934077254149,5894,3837
P9,0,868,902,43.9722,47.1568,4.46193,7.258364755067079,5894,5257
P9,0,868,938,43.9722,27.6574,6.16142,5.247717169398518,5894,4219
P9,0,868,1013,43.9722,41.4235,2.48314,8.790755017630737,5894,5817
P9,0,892,611,39.8503,40.6501,5.15431,6.746212345215351,5128,5043
P9,0,892,867,39.8503,32.0417,4.02058,6.834488419040594,5128,4690
P9,0,892,879,39.8503,25.8148,5.05703,5.8727850590328945,5128,4146
P9,0,892,908,39.8503,36.2843,3.37437,6.941587574726692,5128,6084
P9,0,892,924,39.8503,39.3332,3.20964,8.094696905437536,5128,5884
P9,0,892,939,39.8503,32.6477,8.69606,4.8219957071839055,5128,4963
P9,0,902,574,47.1568,44.7938,3.85533,8.737732599599282,5257,6441
P9,0,902,650,47.1568,28.0437,5.49947,6.372925196336451,5257,4486
P9,0,902,653,47.1568,44.7586,4.4488,7.4056653235188135,5257,5266
P9,0,902,778,47.1568,27.9509,2.71937,7.454142841373514,5257,4551
P9,0,902,830,47.1568,30.071,4.87762,6.499311726359955,5257,3837
P9,0,902,868,47.1568,43.9722,4.46193,7.258364755067079,5257,5894
P9,0,902,904,47.1568,28.8101,4.40272,6.4825034886916955,5257,3945
P9,0,908,644,36.2843,30.3831,2.59047,7.530087421033039,6084,5405
P9,0,908,879,36.2843,25.8148,3.27081,6.6827044001661475,6084,4146
P9,0,908,880,36.2843,35.9887,3.41175,7.5091738487000015,6084,5034
P9,0,908,892,36.2843,39.8503,3.37437,6.941587574726692,6084,5128
P9,0,908,909,36.2843,36.2005,3.47677,6.597340947684907,6084,6383
P9,0,908,939,36.2843,32.6477,4.80491,6.512443523171621,6084,4963
P9,0,908,941,36.2843,24.4766,6.41505,5.052466771785837,6084,5040
P9,0,909,880,36.2005,35.9887,4.94776,6.432456596822088,6383,5034
P9,0,909,881,36.2005,21.9439,4.70016,5.825693721781127,6383,3541
P9,0,909,894,36.2005,48.1091,1.84035,8.539274772485074,6383,6265
P9,0,909,908,36.2005,36.2843,3.47677,6.597340947684907,6383,6084
P9,0,909,926,36.2005,37.5195,5.81595,6.194612172686843,6383,4329
P9,0,909,941,36.2005,24.4766,4.27428,5.867363740215873,6383,5040
P9,0,909,953,36.2005,39.729,2.41561,7.542306838096682,6383,4741
P9,0,923,617,35.3795,25.1268,4.23289,6.091160666810555,4902,3335
P9,0,923,628,35.3795,30.5585,5.29773,6.348329827450684,4902,5325
P9,0,923,877,35.3795,33.7113,3.97503,6.89010809349171,4902,6504
P9,0,923,906,35.3795,31.3589,5.37868,5.443884845044024,4902,5144
P9,0,923,924,35.3795,39.3332,1.71641,8.385592292712541,4902,5884
P9,0,923,950,35.3795,32.6915,6.39548,5.366390009950827,4902,5052
P9,0,924,611,39.3332,40.6501,4.42298,6.769574920057834,5884,5043
P9,0,924,617,39.3332,25.1268,5.71491,5.24078617488827,5884,3335
P9,0,924,892,39.3332,39.8503,3.20964,8.094696905437536,5884,5128
P9,0,924,923,39.3332,35.3795,1.71641,8.385592292712541,5884,4902
P9,0,924,939,39.3332,32.6477,2.21888,7.998821015649744,5884,4963
P9,0,924,950,39.3332,32.6915,4.66983,7.019051273562546,5884,5052
P9,0,924,952,39.3332,36.5474,6.18227,5.272770877024809,5884,5423
P9,0,926,646,37.5195,37.6522,4.0351,7.1082150769373875,4329,5450
P9,0,926,894,37.5195,48.1091,8.64211,5.610479310183757,4329,6265
P9,0,926,909,37.5195,36.2005,5.81595,6.194612172686843,4329,6383
P9,0,926,927,37.5195,43.5708,2.77579,7.999904804433609,4329,5861
P9,0,926,953,37.5195,39.729,6.85322,5.406818322266802,4329,4741
P9,0,952,643,36.5474,31.7972,6.4207,5.458320195089421,5423,4522
P9,0,952,924,36.5474,39.3332,6.18227,5.272770877024809,5423,5884
P9,0,952,939,36.5474,32.6477,3.5424,7.82031256530332,5423,4963
P9,0,952,950,36.5474,32.6915,4.2366,6.638880427267913,5423,5052
P9,0,952,983,36.5474,48.4375,3.76724,8.172616683645515,5423,5224
P9,0,952,984,36.5474,25.9523,3.89224,5.792026088589383,5423,4251
P9,0,953,646,39.729,37.6522,2.84853,7.926384467712882,4741,5450
P9,0,953,655,39.729,31.6957,7.06225,5.1606495724860055,4741,5550
P9,0,953,664,39.729,31.0786,5.93635,6.164779970931649,4741,4946
P9,0,953,909,39.729,36.2005,2.41561,7.542306838096682,4741,6383
P9,0,953,926,39.729,37.5195,6.85322,5.406818322266802,4741,4329
P9,0,953,941,39.729,24.4766,3.82682,6.902245230358017,4741,5040
P9,0,981,653,36.6664,44.7586,6.17175,6.095778549990887,6181,5266
P9,0,981,779,36.6664,44.4218,2.44372,8.334425665041353,6181,6782
P9,0,981,835,36.6664,36.9012,1.11501,8.440043924672429,6181,5058
P9,0,981,904,36.6664,28.8101,4.62276,6.389834540901665,6181,3945
P9,0,981,943,36.6664,38.2109,5.9992,5.889895149015813,6181,5356
P9,0,981,1015,36.6664,27.2337,3.28572,6.8886643705728625,6181,4819
P9,0,981,1052,36.6664,35.8776,3.81365,7.0166264873156825,6181,4398
P9,0,983,642,48.4375,26.7713,5.32649,5.994270230678628,5224,5556
P9,0,983,670,48.4375,40.8615,7.97571,5.832633678228045,5224,6793
P9,0,983,950,48.4375,32.6915,4.1926,6.500650549168134,5224,5052
P9,0,983,952,48.4375,36.5474,3.76724,8.172616683645515,5224,5423
P9,0,983,984,48.4375,25.9523,4.10669,6.899334010297009,5224,4251
P9,0,983,1026,48.4375,47.2807,5.51292,7.6143654465030775,5224,6086
P9,0,995,553,43.1706,32.8007,4.49473,7.173226108892706,5872,4929
P9,0,995,593,43.1706,25.0232,5.98163,5.09422583607166,5872,5724
P9,0,995,736,43.1706,27.5949,4.40101,6.870484329717957,5872,5095
P9,0,995,833,43.1706,39.9393,2.24102,7.773026724513432,5872,5340
P9,0,995,1024,43.1706,24.0139,5.43949,5.182942864136167,5872,4121
P9,0,995,1066,43.1706,33.9565,3.597,8.029487044145474,5872,4933
P9,0,995,1067,43.1706,25.3436,3.45457,7.107563056394575,5872,5402
P9,0,1003,643,35.4801,31.7972,4.84346,5.856391549452614,5624,4522
P9,0,1003,644,35.4801,30.3831,1.61421,8.393224694859539,5624,5405
P9,0,1003,670,35.4801,40.8615,0.720428,9.60607761147077,5624,6793
P9,0,1003,685,35.4801,43.4308,3.60967,8.010644878165802,5624,6130
P9,0,1003,971,35.4801,35.9688,3.03542,8.512303541157353,5624,5286
P9,0,1003,984,35.4801,25.9523,5.3213,5.4369861241354105,5624,4251
P9,0,1003,1027,35.4801,33.6082,10.0008,3.8500992691747573,5624,5770
P9,0,1006,646,44.9602,37.6522,3.82655,7.156188653389458,4682,5450
P9,0,1006,664,44.9602,31.0786,3.88341,7.342563190528225,4682,4946
P9,0,1006,681,44.9602,35.5077,8.45657,5.201810576606958,4682,5121
P9,0,1006,688,44.9602,26.9353,1.55426,8.147324079131748,4682,4529
P9,0,1006,974,44.9602,47.3154,8.02357,5.867947798072164,4682,6201
P9,0,1006,1029,44.9602,33.8748,4.0214,7.516717510383104,4682,5468
P9,0,1016,655,47.9379,31.6957,4.93131,6.477944884367264,5755,5550
P9,0,1016,971,47.9379,35.9688,6.06396,5.960323315131488,5755,5286
P9,0,1016,1005,47.9379,30.8003,3.34176,7.447089236500394,5755,4752
P9,0,1016,1027,47.9379,33.6082,3.44506,8.419477876982633,5755,5770
P9,0,1016,1048,47.9379,38.0761,4.53099,7.454493605367437,5755,5584
P9,0,1016,1049,47.9379,41.8446,7.74997,6.150228685902663,5755,6423
P9,0,1026,642,47.2807,26.7713,0.981948,8.294917082316134,6086,5556
P9,0,1026,670,47.2807,40.8615,3.7268,7.654183255795486,6086,6793
P9,0,1026,678,47.2807,27.2818,4.11036,6.424653705064578,6086,4830
P9,0,1026,983,47.2807,48.4375,5.51292,7.6143654465030775,6086,5224
P9,0,1026,1002,47.2807,35.0952,7.32519,5.9166552014546205,6086,3982
P9,0,1026,1044,47.2807,35.9912,6.88401,6.224071796221185,6086,4424
P9,0,1026,1067,47.2807,25.3436,3.14636,7.343823756941951,6086,5402
P9,0,1044,593,35.9912,25.0232,4.27903,6.207122321610716,4424,5724
P9,0,1044,670,35.9912,40.8615,3.61141,8.066753240925497,4424,6793
P9,0,1044,1026,35.9912,47.2807,6.88401,6.224071796221185,4424,6086
P9,0,1044,1067,35.9912,25.3436,5.04593,5.294904367351879,4424,5402
P9,0,1044,1068,35.9912,41.0987,8.08553,4.925301604209839,4424,4583
P9,0,1049,687,41.8446,34.417,3.01339,7.345140645522047,6423,5949
P9,0,1049,724,41.8446,42.4358,5.35365,7.249175710961901,6423,5059
P9,0,1049,873,41.8446,37.5277,1.91652,8.136079856792213,6423,4970
P9,0,1049,1005,41.8446,30.8003,3.97085,6.641838558147888,6423,4752
P9,0,1049,1016,41.8446,47.9379,7.74997,6.150228685902663,6423,5755
P9,0,1049,1048,41.8446,38.0761,2.92643,7.708790786021112,6423,5584
P9,0,1049,1070,41.8446,29.9614,4.54197,6.573430929742854,6423,4357
P9,0,1068,593,41.0987,25.0232,3.77798,6.5630941435652135,4583,5724
P9,0,1068,594,41.0987,31.2829,9.24692,4.202363818102854,4583,5167
P9,0,1068,670,41.0987,40.8615,2.46358,8.782006773084385,4583,6793
P9,0,1068,685,41.0987,43.4308,3.97781,7.413317836946153,4583,6130
P9,0,1068,997,41.0987,17.0333,2.32684,7.401614491514672,4583,4281
P9,0,1068,1044,41.0987,35.9912,8.08553,4.925301604209839,4583,4424
P9,1,7040,7193,42.6328,30.2669,2.17603,7.839288959440135,44523,44010
P9,1,7040,7204,42.6328,28.9247,3.55558,7.002698923136707,44523,37200
P9,1,7040,7519,42.6328,44.3223,7.1617,5.55182363201498,44523,51836
P9,1,7040,7533,42.6328,37.4886,6.70281,6.123040900737149,44523,50590
P9,1,7040,7534,42.6328,29.9531,5.84691,5.520123966361626,44523,43947
P9,1,7040,7540,42.6328,27.8946,2.40842,7.18472571196006,44523,50750
P9,1,7044,7097,36.5431,44.5844,3.10854,7.6226038976192365,43706,50746
P9,1,7044,7116,36.5431,32.5783,1.98062,7.734960288197996,43706,44119
P9,1,7044,7203,36.5431,38.1455,7.94846,4.9395312702725125,43706,43144
P9,1,7044,7245,36.5431,42.28,4.23414,6.146573375467019,43706,43309
P9,1,7044,7499,36.5431,20.8504,6.52304,4.585889141704149,43706,28728
P9,1,7044,7546,36.5431,37.8706,3.50198,8.370268555428792,43706,57822
P9,1,7053,7051,31.4222,27.5707,2.85544,6.278549050537075,51015,43886
P9,1,7053,7205,31.4222,29.592,3.88558,5.624605747961363,51015,43032
P9,1,7053,7259,31.4222,34.3626,3.83741,6.592503431170894,51015,43716
P9,1,7053,7268,31.4222,33.7588,2.3061,7.451419648630722,51015,50865
P9,1,7053,7311,31.4222,37.0415,5.17676,5.551945354558166,51015,36318
P9,1,7053,7372,31.4222,23.7585,4.92256,5.703693513855736,51015,36740
P9,1,7053,7549,31.4222,32.398,1.14042,7.854795943243845,51015,51050
P9,1,7068,7113,29.2546,45.8381,3.24862,7.909658851277977,50956,57888
P9,1,7068,7206,29.2546,19.9063,4.24271,4.671693824470949,50956,28967
P9,1,7068,7211,29.2546,32.1213,3.12963,6.7750600257414675,50956,43949
P9,1,7068,7247,29.2546,35.3484,3.75123,6.235820579651087,50956,50379
P9,1,7068,7327,29.2546,27.4139,1.89082,7.214014547504043,50956,43478
P9,1,7068,7343,29.2546,37.3862,5.51876,5.9060245496357355,50956,50615
P9,1,7068,7509,29.2546,22.5445,3.00081,6.822353820940392,50956,35982
P9,1,7113,7068,45.8381,29.2546,3.24862,7.909658851277977,57888,50956
P9,1,7113,7099,45.8381,30.9353,5.00573,6.490367481891917,57888,36114
P9,1,7113,7123,45.8381,39.065,4.51628,6.930654703424491,57888,36802
P9,1,7113,7151,45.8381,34.4455,2.42085,7.694150350753487,57888,51365
P9,1,7113,7247,45.8381,35.3484,5.06391,6.212002560366506,57888,50379
P9,1,7113,7343,45.8381,37.3862,1.89572,9.122058108831583,57888,50615
P9,1,7113,7412,45.8381,46.903,3.07142,8.938974308610579,57888,50502
P9,1,7113,7445,45.8381,19.7608,4.32866,5.809096014011128,57888,36386
P9,1,7123,7113,39.065,45.8381,4.51628,6.930654703424491,36802,57888
P9,1,7123,7343,39.065,37.3862,7.73507,5.211503896611804,36802,50615
P9,1,7123,7415,39.065,24.6054,4.17427,6.010749760021623,36802,36782
P9,1,7123,7445,39.065,19.7608,4.54678,5.4109136145479155,36802,36386
P9,1,7123,7486,39.065,42.2676,5.63701,6.553780637281045,36802,51798
P9,1,7126,7353,31.7978,44.1162,4.72515,7.096355040441538,37266,44034
P9,1,7126,7385,31.7978,38.7192,7.54182,4.969398694007153,37266,51267
P9,1,7126,7453,31.7978,44.9721,2.72452,7.872054129005972,37266,44098
P9,1,7126,7521,31.7978,49.6406,4.12487,7.209272230953692,37266,44275
P9,1,7126,7554,31.7978,43.2583,5.46408,5.874017474437748,37266,44108
P9,1,7145,7149,40.3054,31.7673,2.72529,6.970691043648397,51935,44177
P9,1,7145,7421,40.3054,40.4658,4.35994,7.302077416639733,51935,43951
P9,1,7145,7449,40.3054,30.9984,3.94901,6.533626055430475,51935,43699
P9,1,7145,7450,40.3054,41.6589,2.64963,8.377717229496351,51935,51772
P9,1,7145,7466,40.3054,36.7515,5.5799,6.041342190358034,51935,44570
P9,1,7145,7495,40.3054,29.7545,4.31979,7.03074921243106,51935,51526
P9,1,7145,7505,40.3054,24.6325,4.11436,6.119890294482412,51935,37131
P9,1,7149,7145,31.7673,40.3054,2.72529,6.970691043648397,44177,51935
P9,1,7149,7157,31.7673,18.6667,5.87521,4.449248559153556,44177,29645
P9,1,7149,7447,31.7673,25.764,5.33337,5.559667943321795,44177,44367
P9,1,7149,7449,31.7673,30.9984,5.25274,5.41735988018149,44177,43699
P9,1,7149,7484,31.7673,44.4554,1.68018,7.868335134130726,44177,58876
P9,1,7149,7495,31.7673,29.7545,3.66639,5.754464582504614,44177,51526
P9,1,7151,7113,34.4455,45.8381,2.42085,7.694150350753487,51365,57888
P9,1,7151,7150,34.4455,30.6539,3.90838,6.148362657008773,51365,36775
P9,1,7151,7182,34.4455,29.8835,4.87547,5.7288012067883765,51365,36455
P9,1,7151,7412,34.4455,46.903,3.43584,8.248060621139977,51365,50502
P9,1,7151,7445,34.4455,19.7608,7.75856,3.6994428310219925,51365,36386
P9,1,7151,7513,34.4455,23.055,3.2684,6.765735893670399,51365,37050
P9,1,7151,7550,34.4455,27.6758,1.94988,7.994915281327252,51365,43651
P9,1,7162,7187,40.2492,35.5281,0.58169,8.6440135622522,52241,44061
P9,1,7162,7482,40.2492,25.776,5.85183,5.376029934077748,52241,37047
P9,1,7162,7484,40.2492,44.4554,2.62113,8.302421198259939,52241,58876
P9,1,7162,7492,40.2492,41.2907,6.34124,6.080558830535234,52241,51810
P9,1,7162,7516,40.2492,27.541,7.40974,4.907538547795626,52241,36533
P9,1,7162,7532,40.2492,42.6533,1.71384,8.794845333040257,52241,43816
P9,1,7162,7548,40.2492,23.534,3.61758,7.029306287280416,52241,36529
P9,1,7166,7152,36.0909,51.7951,3.67436,9.254713237675167,44679,51071
P9,1,7166,7467,36.0909,36.3919,4.68229,6.382583495489894,44679,44183
P9,1,7166,7497,36.0909,23.2478,5.28467,4.903743677002705,44679,29605
P9,1,7166,7506,36.0909,34.1534,2.9242,7.4924741467755505,44679,52240
P9,1,7166,7522,36.0909,34.0701,6.40666,5.568079525913758,44679,43270
P9,1,7166,7535,36.0909,37.9047,4.98943,5.991112884064196,44679,44169
P9,1,7170,7138,37.6207,27.2186,4.80179,6.3551440909235115,44410,36771
P9,1,7170,7417,37.6207,32.2747,2.86798,8.149405021374264,44410,44226
P9,1,7170,7436,37.6207,42.301,1.95342,9.063767279117442,44410,58823
P9,1,7170,7453,37.6207,44.9721,2.83667,8.596586203394928,44410,44098
P9,1,7170,7479,37.6207,44.6956,7.64294,5.181613667613593,44410,44127
P9,1,7170,7487,37.6207,26.9921,9.47839,3.7115336227090827,44410,36854
P9,1,7183,7187,31.6801,35.5281,2.9748,6.529538551842694,51783,44061
P9,1,7183,7193,31.6801,30.2669,5.90138,5.08648587066749,51783,44010
P9,1,7183,7327,31.6801,27.4139,2.75285,7.003125680722859,51783,43478
P9,1,7183,7509,31.6801,22.5445,1.46125,7.276307662028869,51783,35982
P9,1,7183,7516,31.6801,27.541,4.65989,5.436814496421594,51783,36533
P9,1,7183,7517,31.6801,39.8833,5.93501,6.072241996478731,51783,44369
P9,1,7183,7534,31.6801,29.9531,0.922479,7.714969983331109,51783,43947
P9,1,7187,7162,35.5281,40.2492,0.58169,8.6440135622522,44061,52241
P9,1,7187,7183,35.5281,31.6801,2.9748,6.529538551842694,44061,51783
P9,1,7187,7325,35.5281,21.2058,4.44087,5.899888545557449,44061,43838
P9,1,7187,7327,35.5281,27.4139,6.87139,4.915362969303489,44061,43478
P9,1,7187,7516,35.5281,27.541,5.02491,6.462351429510779,44061,36533
P9,1,7187,7548,35.5281,23.534,6.24583,4.464751146480618,44061,36529
P9,1,7193,7040,30.2669,42.6328,2.17603,7.839288959440135,44010,44523
P9,1,7193,7183,30.2669,31.6801,5.90138,5.08648587066749,44010,51783
P9,1,7193,7211,30.2669,32.1213,2.35124,7.3937070054810805,44010,43949
P9,1,7193,7509,30.2669,22.5445,4.57976,5.751115309224812,44010,35982
P9,1,7193,7533,30.2669,37.4886,5.05501,5.69423418841375,44010,50590
P9,1,7193,7534,30.2669,29.9531,4.17415,6.76478319232775,44010,43947
P9,1,7204,7040,28.9247,42.6328,3.55558,7.002698923136707,37200,44523
P9,1,7204,7519,28.9247,44.3223,3.77586,7.62841279969169,37200,51836
P9,1,7204,7540,28.9247,27.8946,6.54383,4.580432514512139,37200,50750
P9,1,7204,7549,28.9247,32.398,4.64321,6.051101474938263,37200,51050
P9,1,7204,7552,28.9247,30.1396,5.6362,4.826194743273421,37200,44685
P9,1,7205,7051,29.592,27.5707,6.17385,5.166626893825411,43032,43886
P9,1,7205,7053,29.592,31.4222,3.88558,5.624605747961363,43032,51015
P9,1,7205,7199,29.592,38.1869,2.68395,7.198470661189084,43032,43340
P9,1,7205,7224,29.592,45.7106,5.11855,6.360516918458752,43032,50158
P9,1,7205,7237,29.592,20.729,2.21787,5.9906341684332505,43032,36068
P9,1,7205,7268,29.592,33.7588,3.447,6.818691057673751,43032,50865
P9,1,7211,7068,32.1213,29.2546,3.12963,6.7750600257414675,43949,50956
P9,1,7211,7193,32.1213,30.2669,2.35124,7.3937070054810805,43949,44010
P9,1,7211,7303,32.1213,31.2288,7.66411,4.350615943781293,43949,36723
P9,1,7211,7343,32.1213,37.3862,3.6469,6.913839405315977,43949,50615
P9,1,7211,7509,32.1213,22.5445,5.90793,4.255481829699193,43949,35982
P9,1,7211,7533,32.1213,37.4886,3.3218,7.312063265617989,43949,50590
P9,1,7245,7044,42.28,36.5431,4.23414,6.146573375467019,43309,43706
P9,1,7245,7097,42.28,44.5844,4.57504,7.898809630570924,43309,50746
P9,1,7245,7099,42.28,30.9353,6.99827,4.980045342163059,43309,36114
P9,1,7245,7247,42.28,35.3484,4.31721,6.746900090411891,43309,50379
P9,1,7245,7323,42.28,32.5826,3.67249,7.911835569575493,43309,51512
P9,1,7245,7499,42.28,20.8504,5.36505,5.222154346627453,43309,28728
P9,1,7247,7068,35.3484,29.2546,3.75123,6.235820579651087,50379,50956
P9,1,7247,7099,35.3484,30.9353,3.52502,6.56833632360585,50379,36114
P9,1,7247,7113,35.3484,45.8381,5.06391,6.212002560366506,50379,57888
P9,1,7247,7206,35.3484,19.9063,5.62416,4.74705986901366,50379,28967
