,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5076,0.0,50.0,0.0,0.4671
split 1,0.0,50.0,0.0,0.5025,0.0,50.0,0.0,0.4881
split 2,0.0,50.0,0.0,0.5077,0.0,50.0,0.0,0.5109
split 3,0.0,50.0,0.0,0.4795,0.0,50.0,0.0,0.5135
split 4,0.0,50.0,0.0,0.4831,0.0,50.0,0.0,0.5343
split 5,0.0,50.0,0.0,0.4874,0.0,50.0,0.0,0.4767
mean,0.0,50.0,0.0,0.4947,0.0,50.0,0.0,0.4984
std,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0232
test mean,0.0,50.0,0.0,0.5068932341405223,0.0,50.00000000000001,0.0,0.47103243807216055
test std,0.0,1.6623791107849736e-14,0.0,0.06915537577073312,0.0,1.5688358818848954e-14,0.0,0.08018747338166794
