,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.98,49.75,40.57,38.62,43.95,45.24,40.73,47.61,47.38,0.6331,29.16,44.96,22.73,19.8,33.14,32.72,33.74,30.68,33.74,0.53
split 1,39.04,50.23,32.45,34.44,41.57,44.25,38.31,46.83,47.61,0.6229,31.75,32.92,27.52,34.82,32.17,35.03,26.62,41.32,37.16,0.4959
split 2,42.42,51.18,34.75,41.34,44.07,46.45,41.11,53.96,44.27,0.6315,28.39,43.62,8.74,32.82,33.8,36.2,32.45,39.91,36.23,0.5372
split 3,39.68,50.59,36.9,31.57,42.31,45.87,38.28,50.91,48.42,0.6282,33.49,37.9,40.63,21.93,35.45,37.55,34.17,34.61,43.87,0.5086
split 4,42.94,49.52,42.29,37.02,44.04,45.95,39.87,49.96,48.02,0.6276,28.62,43.45,17.59,24.8,32.33,31.91,32.62,27.01,36.11,0.513
split 5,40.79,49.64,39.56,33.17,42.42,43.99,39.56,45.51,46.9,0.6294,27.03,42.63,18.55,19.92,30.18,28.2,33.13,25.82,25.65,0.4776
mean,41.31,50.15,37.76,36.03,43.06,45.29,39.64,49.13,47.1,0.6288,29.74,40.91,22.63,25.68,32.84,33.6,32.12,33.22,35.46,0.5104
std,1.57,0.59,3.41,3.33,1.0,0.9,1.08,2.83,1.35,0.0032,2.19,4.2,9.86,6.02,1.61,3.09,2.53,5.94,5.38,0.02
test mean,37.38541834234602,47.24676865650585,30.706845671599535,34.202640698932676,40.65875506655952,43.83310835964185,37.404150718409575,47.78988085861252,46.30529350190345,0.6141300433710402,33.37645800185291,37.20003309223965,31.320972441998094,31.60836847132098,34.992611220628675,34.223883306734166,32.2993810041138,33.90804796590454,36.46422095018416,0.5164684717383906
test std,5.180646506156504,8.02974519391553,11.370236251991201,13.746764514955224,4.162460025347039,5.147921599029454,5.878192807603281,13.367096572689482,13.797637164759655,0.03688286991283407,3.270750606299171,7.892425736390004,12.37193915979419,10.170287880096817,3.7292772304009474,3.889901008535564,5.8009023100567,9.815547793382363,4.838602617132263,0.02154143833503986
