,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5469,0.0,50.0,0.0,0.4749
split 1,0.0,50.0,0.0,0.5455,0.0,50.0,0.0,0.5347
split 2,0.0,50.0,0.0,0.547,0.0,50.0,0.0,0.5299
split 3,0.0,50.0,0.0,0.5653,0.0,50.0,0.0,0.5275
split 4,0.0,50.0,0.0,0.5251,0.0,50.0,0.0,0.5639
split 5,0.0,50.0,0.0,0.5519,0.0,50.0,0.0,0.5991
mean,0.0,50.0,0.0,0.547,0.0,50.0,0.0,0.5383
std,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0378
test mean,0.0,50.0,0.0,0.5457849173735912,0.0,50.0,0.0,0.5164964679399954
test std,0.0,1.3442122834233563e-14,0.0,0.04712246894022493,0.0,1.0658141036401503e-14,0.0,0.07020197392690807
