,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.25,50.31,4.03,3.42,34.32,54.48,33.71,65.3,64.45,0.5731,17.56,49.98,1.57,1.12,33.61,61.89,33.37,100.0,52.29,0.5432
split 1,24.48,49.66,0.0,23.77,35.35,25.39,34.37,0.0,41.79,0.5754,18.01,50.72,0.0,3.32,33.92,21.63,33.98,0.0,30.91,0.5502
split 2,17.67,50.05,0.0,2.95,33.62,27.7,33.45,0.0,49.65,0.5842,16.59,49.78,0.0,0.0,33.13,11.07,33.2,0.0,0.0,0.5201
split 3,26.25,50.0,0.0,28.76,36.37,26.13,34.98,0.0,43.41,0.5835,30.14,47.65,0.0,42.78,37.99,25.67,36.48,0.0,40.52,0.5314
split 4,26.61,49.64,0.0,30.2,36.3,25.64,35.0,0.0,41.91,0.5801,22.88,44.45,0.0,24.18,31.22,20.26,31.99,0.0,28.8,0.5244
split 5,28.11,48.79,0.0,35.54,36.58,24.82,35.73,0.0,38.72,0.5782,26.6,40.54,0.0,39.28,33.29,22.24,32.59,0.0,34.13,0.5381
mean,23.73,49.74,0.67,20.77,35.42,30.69,34.54,10.88,46.65,0.5791,21.96,47.18,0.26,18.45,33.86,27.13,33.6,16.67,31.11,0.5346
std,3.9,0.49,1.5,12.9,1.12,10.68,0.79,24.33,8.61,0.004,5.05,3.63,0.59,17.93,2.04,16.17,1.43,37.27,15.91,0.0105
test mean,22.943560430064498,49.865447391582364,0.0,18.965233898611142,35.267059950432014,25.699848277659566,34.24645189150717,0.0,42.85309294147154,0.5871064439327832,22.902369431273982,48.2371193814664,0.0,20.46998891235554,33.99489861792304,24.315863667402443,33.38071391776435,0.0,39.56687708444297,0.5177280535547465
test std,4.2131108806444555,2.4622389530967284,0.0,12.688236383773873,2.576052143725226,7.824006383333346,1.5464936814799999,0.0,22.958858228805802,0.04158914706322479,3.1739201603306033,2.679956065948844,0.0,8.967745869898822,2.801972493701948,5.181600046109162,1.3705532743571955,0.0,14.434943687120434,0.03404520262411304
