,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5955,0.0,50.0,0.0,0.5205
split 1,0.0,50.0,0.0,0.595,0.0,50.0,0.0,0.472
split 2,0.0,50.0,0.0,0.5746,0.0,50.0,0.0,0.4742
split 3,0.0,50.0,0.0,0.572,0.0,50.0,0.0,0.5258
split 4,0.0,50.0,0.0,0.5882,0.0,50.0,0.0,0.4508
split 5,0.0,50.0,0.0,0.5621,0.0,50.0,0.0,0.5044
mean,0.0,50.0,0.0,0.5812,0.0,50.0,0.0,0.4913
std,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0275
test mean,0.0,50.0,0.0,0.5722972841061762,0.0,50.0,0.0,0.48414650360109507
test std,0.0,1.4761154623573517e-14,0.0,0.07840387225819388,0.0,2.1018137570293107e-14,0.0,0.10948527417382169
