,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.55,52.02,34.47,38.17,43.76,46.35,40.15,48.38,50.51,0.6459999999999999,27.81,42.67,27.8,12.96,31.97,31.04,31.85,36.27,24.99,0.5348
split 1,37.88,50.52,30.35,32.77,41.11,44.63,37.78,49.0,47.11,0.6366,26.44,42.27,8.25,28.8,31.01,27.94,31.88,17.98,33.97,0.5277
split 2,39.5,51.53,31.58,35.41,42.61,46.97,38.53,52.75,49.61,0.643,32.11,44.2,20.49,31.63,35.04,35.8,33.62,32.64,41.14,0.5408
split 3,40.68,52.47,37.12,32.46,43.59,47.47,39.49,52.48,50.45,0.647,28.28,17.66,34.33,32.85,29.55,29.69,24.55,27.67,36.86,0.4598
split 4,39.66,52.11,31.41,35.46,42.79,46.43,39.12,50.27,49.91,0.6386,28.83,47.93,23.59,14.97,34.59,33.89,34.86,39.14,27.68,0.5577
split 5,41.35,51.31,32.87,39.87,43.59,46.69,39.51,50.95,49.61,0.6408,25.75,42.46,15.51,19.27,30.56,29.8,31.15,29.44,28.83,0.5289
mean,40.11,51.66,32.97,35.69,42.91,46.42,39.1,50.64,49.53,0.642,28.2,39.53,21.66,23.41,32.12,31.36,31.32,30.52,32.24,0.525
std,1.26,0.64,2.26,2.67,0.91,0.89,0.76,1.63,1.14,0.0037,2.04,9.97,8.38,7.99,2.04,2.68,3.27,6.81,5.61,0.0308
test mean,34.92006766214339,51.77863020095558,23.703392290941473,29.27818049453311,40.63680507931523,44.41024328864442,38.691323052752864,49.70322125823825,44.836185554942155,0.6400053711196961,29.202177813892625,45.968146993827794,19.868086262420345,21.770300185429747,34.18269423016539,35.031672743421886,33.99425715998982,38.42268890313025,32.678072167145594,0.5100769897336842
test std,8.399990142993856,4.141743329326966,11.748095238058081,16.328084123786393,5.540243227966263,10.949393135023934,4.471871803673614,21.942561495038937,20.43669848192552,0.053068631216571543,3.985185861341781,5.233308158091704,8.952549865103824,5.844916249151489,3.9968469489633995,7.0418008832448695,2.9206793055097986,12.78083130154041,8.869132601497641,0.039552012941192705
