,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.41,52.97,30.31,37.95,43.55,47.2,40.12,54.13,47.34,0.6469,33.24,44.17,22.13,33.4,35.75,38.23,35.17,46.04,33.48,0.5283
split 1,41.48,51.5,35.1,37.85,43.71,47.18,39.47,53.13,48.95,0.6342,37.41,48.72,31.5,32.02,38.91,38.55,40.31,39.74,35.6,0.5819
split 2,37.81,50.48,23.63,39.33,41.76,47.81,37.26,55.19,50.99,0.6469,26.95,46.6,14.6,19.64,33.69,36.12,33.21,43.29,31.85,0.5261
split 3,43.24,50.03,37.89,41.79,44.31,45.95,40.57,48.85,48.45,0.6401,30.37,45.17,34.59,11.36,34.9,34.58,33.35,47.54,22.84,0.5676
split 4,37.24,51.12,23.83,36.78,41.49,46.96,37.51,52.62,50.74,0.6323,28.82,46.79,6.99,32.69,36.08,46.65,33.25,61.43,45.27,0.5712
split 5,41.07,52.14,34.29,36.78,43.63,47.04,39.66,51.47,50.0,0.6424,26.37,43.65,11.22,24.23,32.07,35.68,31.8,45.06,30.19,0.5154
mean,40.21,51.37,30.84,38.41,43.07,47.02,39.1,52.57,49.41,0.6405,30.53,45.85,20.17,25.56,35.23,38.3,34.52,47.18,33.21,0.5484
std,2.09,0.98,5.5,1.74,1.06,0.55,1.26,2.03,1.29,0.0057,3.82,1.72,10.21,8.09,2.12,3.98,2.77,6.82,6.7,0.0258
test mean,35.26240866147418,49.848965061972685,24.228549237893514,31.70971168455638,40.556269142687015,45.397517425102336,37.40798009296196,53.06060111859174,45.723971063753325,0.6397798774913527,27.66460476231349,46.26340843476936,8.745792230425838,27.984613621745268,34.36685502084874,31.525295384918568,34.00865197257936,23.92721666352247,36.64001751865388,0.534680542051091
test std,6.564224338912116,3.9966738090026346,12.857165628921116,16.744064563915583,4.659542334668872,8.967907395720129,3.0785891507289054,17.648606765270937,20.887739454238144,0.0626281498628956,6.072491655916699,4.739343385216428,8.454819241669634,12.399629221546297,5.126820324712143,7.020766828731337,4.612855462153257,19.348902191272074,10.529952545237727,0.058947437469173476
