,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
train tissue 0,65.35694420111469,69.77655282384724,74.87455940286128,51.41972037663554,66.10907646397706,65.37810141325856,66.1928669231271,71.38451806752589,58.5569192491227,0.8421474358974358
train tissue 1,66.08061852991493,70.93035507322725,64.28655314151497,63.0249473750026,65.77808901338312,67.66591501861421,81.38297872340424,64.6891987709761,56.9255675614623,0.8116553287981859
train tissue 2,55.426310423693984,61.09145092195939,65.35947712418302,39.82800322493953,56.739766081871345,56.48310117431032,53.09161540951766,64.93506493506493,51.42262317834837,0.7822222222222222
train tissue 3,49.386347685441216,42.25087337270691,52.92305129913393,52.98511838448279,49.86660878844605,50.27785689732654,49.99258545265811,54.17886271277958,46.66212252654193,0.6797372806587589
train tissue 4,59.21207250243169,66.2420382165605,62.27527152759757,49.118907763136995,58.84386446886447,60.034055024608165,66.7783361250698,67.649190625755,45.6746383229997,0.8076656260839403
train tissue 5,81.35411429529077,82.35294117647058,93.33333333333334,68.37606837606839,82.38095238095237,82.83666581218492,75.90361445783132,87.50000000000001,85.10638297872342,0.9417009602194787
train tissue 6,70.36541442444467,73.64620938628161,76.14213197969545,61.30790190735696,71.05882352941177,71.71642594098238,75.36945812807885,66.96428571428574,72.81553398058253,0.8654122378626832
train tissue 7,55.84112790968101,52.265834849666405,59.765648000942114,55.49190087843453,55.78779840848805,57.54625059250666,57.363849616433136,67.14739349034136,48.12750867074549,0.6942968749999999
train tissue 8,46.53172258068839,50.48543689320388,37.68115942028986,51.42857142857142,48.076923076923066,56.120023767082586,50.98039215686274,76.47058823529412,40.9090909090909,0.6857440166493236
train tissue 9,61.66787717200569,67.43823812033104,62.31724913640403,55.248144259281986,61.87557007691784,61.677803588763375,64.14792537390447,62.637761649137424,58.24772374324822,0.8027886284722221
train tissue 10,62.044359504724476,67.0499001996008,67.8778935718897,51.20528474268294,62.77308376850711,62.62338184070874,61.35300993571009,65.72602250401859,60.79111308239753,0.8025975255649538
train tissue 11,69.91458355226199,68.15579750813784,74.8920146195592,66.6959385290889,69.91274770777879,69.92781255905635,68.98432174505794,74.7843397478434,66.0147761842677,0.8463663874391474
train tissue 12,66.20362166120044,71.1515631183221,76.57649339857817,50.88280846670108,66.66013584117032,66.02042577621914,71.86250999200638,72.41138466911123,53.78738266753984,0.8548299319727891
train tissue 13,69.94314213056244,72.78835386338184,76.55502392344499,60.48604860486048,70.19444444444446,70.58304633287293,65.92292089249491,80.07279344858964,65.75342465753424,0.8500462412471925
train tissue 14,61.62687191634367,63.523131672597856,80.73248407643312,40.62500000000001,63.858363858363866,61.72438552885942,61.76470588235292,71.40845070422536,52.0,0.8186020710059172
train tissue 15,65.00355385246962,67.72619420692122,76.06665638332676,51.21781096716088,65.51688220117623,65.02396424661737,63.36865915469353,75.10887503054529,56.59435855461329,0.830225
train tissue 16,61.251766139419885,60.16713091922006,57.89473684210525,65.69343065693434,61.27946127946128,61.82034234391858,67.0807453416149,54.99999999999999,63.38028169014087,0.7735431841831425
train tissue 17,69.18010200407818,65.64118662690318,74.7588424437299,67.14027694160146,69.2773261065944,70.77728503562575,77.99328608728088,73.9268680445151,60.41170097508128,0.8311831488084069
train tissue 18,60.62159260575674,59.006211180124225,69.94027869940278,52.918287937743195,61.12745098039215,60.80755060775946,62.500000000000014,63.724304715840354,56.19834710743803,0.8022119341563786
train mean,63.00063911008024,64.82575790155072,68.64488728023291,55.53127214845705,63.53249307774336,64.16023123690923,65.37019902095258,69.24841595083417,57.86207873894096,0.8064724229601147
train std,7.771197603200983,8.968881200136934,11.744245438606926,8.136070146876728,7.689460426898514,7.072684725390116,8.550379754230084,7.87023964857956,9.985736948561195,0.06289167032024363
test tissue 0,55.03253546769353,57.16422375112177,63.7290604515659,44.204322200392916,55.42857142857144,55.544724664111584,63.46728661574228,57.52794214332675,45.638945233265716,0.7597203359991952
test tissue 1,54.61094825887161,67.55544161005002,55.90523381097895,40.37216935558585,56.275148926604466,55.68456933732736,56.99145668865583,60.97625750252297,49.08599382080329,0.7639968556205782
test tissue 2,63.31717214327904,69.29645286822138,72.56513863731361,48.089924924302125,64.58163910725584,65.22447605316223,59.03735152411389,74.65596330275226,61.980113332620554,0.7979570637119113
test tissue 3,41.62958843159066,51.61290322580644,48.27586206896553,25.000000000000007,42.85714285714285,41.24183006535947,47.058823529411754,46.66666666666667,30.0,0.6786755518533943
test tissue 4,33.397259482912894,6.980273141122918,46.64689562804936,46.5646096795664,39.456619399195276,44.03514153580114,46.464646464646464,51.1719023298118,34.468875812945164,0.5921734319199236
test tissue 5,56.88240362912445,56.9937369519833,62.21198156682024,51.44149236856981,56.59259259259258,57.99980539157067,63.0484988452656,64.59330143540667,46.357615894039725,0.7619526627218935
test tissue 6,50.537351556218425,61.68096054888513,66.01205088149969,23.919043238270476,54.03772472737989,52.02768686857895,50.39237668161442,66.65164488508339,39.03903903903904,0.7632412856496152
test tissue 7,56.68560484282468,57.922598131513624,66.33411146516607,45.800104931794344,57.116950854071845,58.05244518124666,50.25325569877348,69.47906659642385,54.42501324854266,0.7825175056150085
test mean,51.511607976564406,53.65082377858807,60.210041813794916,40.67395833731024,53.29329873660178,53.72633488714475,54.58921200602798,61.46534310774929,45.12444954765702,0.7375293366364399
test std,8.970249317888618,18.46167558808276,8.552208511268645,9.816237805346406,7.642842390877591,7.32285590253849,6.4717243352848755,8.772059003218184,9.79423026363177,0.06395127614033984
