,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4999,0.0,50.0,0.0,0.4773
split 1,0.0,50.0,0.0,0.4973,0.0,50.0,0.0,0.5456
split 2,0.0,50.0,0.0,0.5167,0.0,50.0,0.0,0.4616
split 3,0.0,50.0,0.0,0.4917,0.0,50.0,0.0,0.5113
split 4,0.0,50.0,0.0,0.4986,0.0,50.0,0.0,0.4682
split 5,0.0,50.0,0.0,0.506,0.0,50.0,0.0,0.4886
mean,0.0,50.0,0.0,0.5017,0.0,50.0,0.0,0.4921
std,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0288
