,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4762,0.0,50.0,0.0,0.5322
split 1,0.0,50.0,0.0,0.5121,0.0,50.0,0.0,0.4689
split 2,0.0,50.0,0.0,0.4974,0.0,50.0,0.0,0.4684
split 3,0.0,50.0,0.0,0.4923,0.0,50.0,0.0,0.4938
split 4,0.0,50.0,0.0,0.4956,0.0,50.0,0.0,0.4481
split 5,0.0,50.0,0.0,0.5055,0.0,50.0,0.0,0.5375
mean,0.0,50.0,0.0,0.4965,0.0,50.0,0.0,0.4915
std,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0335
test mean,0.0,50.0,0.0,0.49101440401855395,0.0,50.0,0.0,0.5163442783386661
test std,0.0,1.9628965171601554e-14,0.0,0.07805079480344031,0.0,1.794032467181608e-14,0.0,0.08406796211996291
