,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,35.7,50.2,13.86,43.05,40.83,43.51,38.08,46.8,45.63,0.6289,27.03,45.48,2.5,33.1,34.81,48.89,32.45,71.81,42.4,0.562
split 1,31.94,50.35,6.82,38.65,39.43,48.65,36.21,61.18,48.57,0.6263,28.53,44.68,6.18,34.73,34.73,35.02,32.51,29.93,42.62,0.5163
split 2,41.1,51.45,31.4,40.46,43.5,46.52,39.58,50.63,49.36,0.6378,35.25,32.74,41.12,31.88,35.86,36.05,36.43,35.11,36.63,0.5016
split 3,39.36,50.44,27.35,40.28,42.29,46.08,38.45,52.45,47.35,0.6367,27.27,33.99,35.9,11.92,29.92,28.7,29.85,31.07,25.17,0.5009
split 4,37.88,50.94,21.17,41.52,41.99,46.4,38.1,51.73,49.37,0.6343,19.78,49.36,2.72,7.25,32.9,31.6,33.6,39.32,21.88,0.5043
split 5,41.24,51.45,28.28,44.0,43.8,46.32,40.19,50.3,48.49,0.6358,29.38,34.85,15.54,37.75,32.09,34.54,31.21,40.98,31.44,0.4886
mean,37.87,50.8,21.48,41.33,41.97,46.25,38.44,52.18,48.13,0.6333,27.87,40.18,17.33,26.11,33.38,35.8,32.68,41.37,33.35,0.5123
std,3.26,0.51,8.68,1.79,1.5,1.5,1.26,4.4,1.31,0.0042,4.54,6.52,15.66,11.89,1.99,6.35,2.05,14.19,7.96,0.0237
test mean,30.157837157663447,48.38621164245211,8.512383326881118,33.57491650365713,38.0070094821656,40.13049077301461,36.38781497376967,39.891546483672975,44.112110861601174,0.6189614021510035,25.023247800453,42.68069324972949,11.593413983008158,20.79563616862134,31.95364162035375,27.899191945037074,32.69754147486754,22.058810217068455,28.941224143175234,0.4921766789049246
test std,5.340116189570644,4.111475669193259,8.706387879001772,15.248536983740111,3.6955847959716097,12.049971000223959,3.930342236453938,28.79292155338928,14.475766221171021,0.05606093792838512,5.710244812924414,8.415316390720848,10.601322557302305,11.874302533288022,3.967240981060406,10.302931651734752,4.742498971190021,19.305535468908218,12.369984012643455,0.037287339083872634
