,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5676,0.0,50.0,0.0,0.4569
split 1,0.0,50.0,0.0,0.5641,0.0,50.0,0.0,0.4535
split 2,0.0,50.0,0.0,0.5635,0.0,50.0,0.0,0.4663
split 3,0.0,50.0,0.0,0.5896,0.0,50.0,0.0,0.4747
split 4,0.0,50.0,0.0,0.5619,0.0,50.0,0.0,0.3372
split 5,0.0,50.0,0.0,0.5599,0.0,50.0,0.0,0.4333
mean,0.0,50.0,0.0,0.5678,0.0,50.0,0.0,0.437
std,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0464
test mean,0.0,50.0,0.0,0.5458715314418712,0.0,50.0,0.0,0.5096661356036545
test std,0.0,1.529166373896289e-14,0.0,0.08158081590001028,0.0,2.1755839288168293e-14,0.0,0.08955693042271286
