,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.494,0.0,50.0,0.0,0.5398
split 1,0.0,50.0,0.0,0.5099,0.0,50.0,0.0,0.4625
split 2,0.0,50.0,0.0,0.4901,0.0,50.0,0.0,0.5512
split 3,0.0,50.0,0.0,0.4723,0.0,50.0,0.0,0.5831
split 4,0.0,50.0,0.0,0.4959,0.0,50.0,0.0,0.4922
split 5,0.0,50.0,0.0,0.5005,0.0,50.0,0.0,0.4362
mean,0.0,50.0,0.0,0.4938,0.0,50.0,0.0,0.5108
std,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0516
test mean,0.0,49.99999999999999,0.0,0.5028796290264891,0.0,50.00000000000001,0.0,0.5239281716015538
test std,0.0,1.2731463251543875e-14,0.0,0.09610536943098988,0.0,1.6280579355608324e-14,0.0,0.08442925578440529
