,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6184,0.0,50.0,0.0,0.4977
split 1,1.61,50.23,70.27,0.5941,0.0,49.31,0.0,0.5265
split 2,0.0,50.0,0.0,0.6211,0.0,50.0,0.0,0.526
split 3,0.0,50.0,0.0,0.626,0.0,50.0,0.0,0.534
split 4,0.0,50.0,0.0,0.6169,0.0,50.0,0.0,0.5858
split 5,0.0,50.0,0.0,0.6157,0.0,50.0,0.0,0.5045
mean,0.27,50.04,11.71,0.6154,0.0,49.89,0.0,0.5291
std,0.6,0.09,26.19,0.0101,0.0,0.26,0.0,0.0284
test mean,0.0,49.99999999999999,0.0,0.5977118930811766,0.0,50.0,0.0,0.5251325175749105
test std,0.0,1.6782874073260303e-14,0.0,0.0795536803756029,0.0,1.703821625409574e-14,0.0,0.04483229905494698
