,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5941,0.0,50.0,0.0,0.4853
split 1,0.0,50.0,0.0,0.5878,0.0,50.0,0.0,0.5476
split 2,0.0,50.0,0.0,0.5982,0.0,50.0,0.0,0.5402
split 3,0.0,50.0,0.0,0.6116,0.0,50.0,0.0,0.4802
split 4,0.0,50.0,0.0,0.5953,0.0,50.0,0.0,0.4334
split 5,0.0,50.0,0.0,0.5705,0.0,50.0,0.0,0.4981
mean,0.0,50.0,0.0,0.5929,0.0,50.0,0.0,0.4974
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0385
test mean,0.0,49.99999999999999,0.0,0.5842329208574345,0.0,50.00000000000001,0.0,0.4792838529465865
test std,0.0,1.2731463251543875e-14,0.0,0.07140709269935656,0.0,1.6280579355608324e-14,0.0,0.09185118569171098
