,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.658303464755078
train tissue 1,0.0,50.0,0.0,0.5628415300546444
train tissue 2,0.0,49.999999999999986,0.0,0.3874643874643873
train tissue 3,0.0,50.000000000000014,0.0,0.47894736842105273
train tissue 4,0.0,50.00000000000002,0.0,0.5392857142857143
train tissue 5,0.0,49.999999999999986,0.0,0.48692810457516333
train tissue 6,0.0,49.999999999999986,0.0,0.41849529780564254
train tissue 7,0.0,50.00000000000002,0.0,0.6649560117302054
train tissue 8,0.0,49.99999999999999,0.0,0.5607580824972128
train tissue 9,0.0,50.000000000000014,0.0,0.40762463343108535
train tissue 10,0.0,49.999999999999986,0.0,0.502415458937198
train tissue 11,0.0,50.0,0.0,0.4915364583333332
train tissue 12,0.0,50.0,0.0,0.35395537525354953
train tissue 13,0.0,49.999999999999986,0.0,0.5734265734265731
train tissue 14,0.0,49.99999999999998,0.0,0.4846153846153842
train tissue 15,0.0,50.000000000000014,0.0,0.5562456866804695
train tissue 16,0.0,50.000000000000014,0.0,0.4287581699346408
train tissue 17,0.0,49.999999999999964,0.0,0.4823989569752276
train tissue 18,0.0,49.999999999999986,0.0,0.5320560058953573
train mean,0.0,50.0,0.0,0.5037375086879957
train std,0.0,1.572008455159306e-14,0.0,0.0815167451731654
test tissue 0,0.0,50.000000000000014,0.0,0.5742526518804245
test tissue 1,0.0,50.000000000000014,0.0,0.3724358974358978
test tissue 2,0.0,49.999999999999986,0.0,0.5825396825396825
test tissue 3,0.0,49.999999999999986,0.0,0.35185185185185175
test tissue 4,0.0,50.0,0.0,0.4803646563814868
test tissue 5,0.0,49.99999999999999,0.0,0.5113500597371567
test tissue 6,0.0,50.000000000000014,0.0,0.5349462365591402
test tissue 7,0.0,50.0,0.0,0.41567460317460314
test mean,0.0,50.0,0.0,0.4779269549450304
test std,0.0,1.1512108063996359e-14,0.0,0.08328817262838852
