,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.5693333333333335
train tissue 1,0.0,49.999999999999986,0.0,0.6940298507462683
train tissue 2,0.0,50.0,0.0,0.4645308924485124
train tissue 3,0.0,50.000000000000014,0.0,0.516842105263158
train tissue 4,0.0,50.000000000000014,0.0,0.5332792207792207
train tissue 5,0.0,50.00000000000002,0.0,0.561919504643963
train tissue 6,0.0,50.0,0.0,0.7066276803118909
train tissue 7,0.0,50.00000000000002,0.0,0.5742946708463951
train tissue 8,0.0,50.000000000000014,0.0,0.5863991081382385
train tissue 9,0.0,49.999999999999986,0.0,0.656949152542373
train tissue 10,0.0,50.000000000000036,0.0,0.5247933884297522
train tissue 11,0.0,49.99999999999999,0.0,0.46010186757215615
train tissue 12,0.0,49.999999999999986,0.0,0.6507064364207218
train tissue 13,0.0,49.999999999999986,0.0,0.6459790209790207
train tissue 14,0.0,50.000000000000014,0.0,0.5946291560102304
train tissue 15,0.0,50.000000000000036,0.0,0.7384131971720346
train tissue 16,0.0,50.00000000000002,0.0,0.5660130718954249
train tissue 17,0.0,50.0,0.0,0.6116071428571428
train tissue 18,0.0,50.000000000000014,0.0,0.5071839080459766
train mean,0.0,50.0,0.0,0.5875596162334639
train std,0.0,1.8078648421039906e-14,0.0,0.07693925592661252
test tissue 0,0.0,50.000000000000036,0.0,0.3271794871794876
test tissue 1,0.0,50.0,0.0,0.41761363636363646
test tissue 2,0.0,50.0,0.0,0.41604010025062665
test tissue 3,0.0,50.0,0.0,0.6538461538461539
test tissue 4,0.0,50.00000000000002,0.0,0.3831168831168835
test tissue 5,0.0,49.99999999999999,0.0,0.4761904761904756
test tissue 6,0.0,49.999999999999986,0.0,0.39100985221674867
test tissue 7,0.0,49.999999999999986,0.0,0.4208998548621188
test mean,0.0,50.00000000000001,0.0,0.43573705550326636
test std,0.0,1.6852000649168165e-14,0.0,0.09130907663796532
