,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,3.02,50.52,75.49,0.5908,2.32,50.37,73.35,0.449
split 1,2.25,50.46,83.58,0.5914,6.32,50.62,61.54,0.5524
split 2,0.0,50.0,0.0,0.5851,0.0,50.0,0.0,0.5047
split 3,0.0,50.0,0.0,0.5979,0.0,50.0,0.0,0.4515
split 4,2.11,50.32,71.16,0.6007,0.0,50.0,0.0,0.5342
split 5,1.09,50.27,100.0,0.5868,4.31,50.7,73.05,0.4982
mean,1.41,50.26,55.04,0.5921,2.16,50.28,34.66,0.4983
std,1.14,0.2,39.94,0.0056,2.45,0.3,34.88,0.0385
test mean,0.0,50.0,0.0,0.5875596162334639,0.0,50.00000000000001,0.0,0.43573705550326636
test std,0.0,1.8078648421039906e-14,0.0,0.07693925592661252,0.0,1.6852000649168165e-14,0.0,0.09130907663796532
