,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,49.70690788942827,45.208225076089384,34.902021293010336,69.0104772991851,49.78779840848805,51.1915552464983,38.958546571136154,41.71892290667649,72.89719626168224,0.69871928363182
test tissue 1,62.41360976072078,59.064944764749995,55.508844413783606,72.66704010362875,61.952475773264304,63.49479377502448,56.62183191717867,53.2228710924652,80.63967831542959,0.8358210958683454
test tissue 2,60.32877321154765,55.855855855855886,57.32940520742099,67.80105857136607,60.48685782556748,61.865344340847564,67.77905638665135,51.58332139274972,66.23365524314161,0.7726875709668967
test tissue 3,64.77695775609237,66.2658082813165,56.16336849302056,71.90169649394007,65.43775843102094,65.54883953255104,64.72368461326565,66.51821303253436,65.40462095185315,0.8192025438456693
test tissue 4,41.88038399867004,33.32206826630619,25.130831129368076,67.18825260033586,44.410637818345734,41.278915715575806,33.310810810810814,32.24548736462095,58.28044897129565,0.6525065104166667
test tissue 5,72.16947090866329,68.98638426626326,71.75749544475734,75.76453301496923,72.12280701754385,72.4868313080501,70.00180603214739,67.96360213366803,79.49508575833491,0.8870017229227034
test tissue 6,62.839374585295474,52.254012905116674,61.92640489986122,74.33770595090853,63.86851918766813,63.495827920714966,62.19118018598056,62.15231851097642,66.14398506518792,0.8065487998413015
test tissue 7,62.54303894273903,60.505246401102184,62.398177473191176,64.72569295392374,62.571470259311404,64.21960293582856,57.19660159690836,75.51333362335237,59.94887358722495,0.8226705720635654
test mean,59.58231463164462,55.18281822710001,53.13956854430167,70.42455712353217,60.079790590151234,60.44771384688636,56.34793976425986,56.364758757130446,68.63044301926874,0.786894762444621
test std,8.833534027349568,10.858096228744909,14.400375869092759,3.585941875841489,8.287227380104182,9.075335016897053,12.526425076404838,13.540508346894942,7.788552456057304,0.07173051456150756
