,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.1473,50.299699999999994,15.654100000000003,27.4867,38.4924,44.519000000000005,36.37070000000001,49.861899999999984,47.32470000000003,0.6054130000000001,24.233099999999986,46.71879999999998,9.391,16.590999999999998,33.405100000000004,31.34579999999999,33.403700000000015,27.960599999999985,32.67379999999999,0.5273310000000001
split 1,28.8275,50.26660000000001,11.981700000000004,24.234800000000003,37.51490000000002,45.237799999999986,35.700300000000006,52.5805,47.43329999999999,0.597742,23.830499999999997,46.90429999999999,8.0771,16.5091,33.26789999999998,30.15829999999999,33.34180000000001,24.24860000000001,32.883900000000025,0.5234869999999999
split 2,30.906500000000015,50.208800000000004,14.7394,27.771599999999992,38.44750000000001,45.244099999999996,36.3282,52.27490000000001,47.12870000000001,0.6051259999999999,25.523100000000003,45.697700000000005,9.841699999999998,21.028500000000005,33.252099999999984,29.9469,33.3371,26.6791,29.824699999999996,0.5239619999999999
split 3,30.528000000000024,50.163500000000006,15.110500000000002,26.3092,38.1918,46.0467,36.0633,54.03760000000005,48.0388,0.6030040000000002,25.318499999999986,46.450900000000004,10.064499999999995,19.439700000000002,33.512199999999986,31.88449999999999,33.571799999999996,29.325400000000005,32.7552,0.525937
split 4,29.808800000000016,50.19880000000001,14.361699999999995,24.866399999999985,37.943499999999986,45.08160000000001,35.94160000000001,51.66649999999997,47.63480000000001,0.6001979999999998,24.586199999999998,46.31169999999998,10.033499999999995,17.412599999999994,33.2343,29.346000000000004,33.340399999999995,26.6663,28.030999999999995,0.5261499999999999
split 5,30.172699999999995,50.24130000000001,14.174100000000001,26.103,38.07649999999999,45.05509999999998,36.085899999999995,51.97509999999999,47.10430000000001,0.6011720000000002,24.951200000000004,45.589800000000004,10.075099999999999,19.1883,32.914699999999996,31.130800000000004,33.19350000000001,29.584300000000013,30.61579999999999,0.5214359999999999
mean,30.2319,50.2299,14.336700000000008,26.12850000000001,38.11079999999999,45.19779999999999,36.0817,52.0663,47.44380000000001,0.6021139999999999,24.740499999999997,46.278800000000004,9.581300000000004,18.361700000000003,33.26450000000001,30.63510000000001,33.3648,27.410700000000002,31.130500000000005,0.524718
std,2.8668999999999993,0.5450000000000002,5.303999999999999,5.8683,1.1143000000000003,3.0924000000000005,0.8084999999999998,7.8476,3.6285999999999996,0.004984999999999998,2.9105999999999996,2.7184999999999997,5.8831,7.858500000000001,1.5480999999999998,6.4453000000000005,1.2161,14.473200000000006,9.4214,0.020337000000000004
test mean,5.628528733902613,0.8870881515224001,10.650768074976506,11.470223763417048,2.1357859770098306,4.860490587043111,1.5888379151481264,13.33453453206893,6.642554658919616,0.008526248713382045,4.255270607932555,3.414194840392573,9.142763098132393,10.829801752750488,1.757318675059901,7.790710495539295,1.4399288913140176,18.74899155546609,12.299053735784485,0.023647101931854358
test std,6.259254023795615,5.031639644905257,10.40322605068196,13.297103857195916,4.011539745898287,13.490629576461403,4.07948714149263,27.679879483032163,24.66688614956903,0.05426432871079728,4.46454447238483,5.771035067007895,8.82672774135775,11.001004698980895,2.7385665548436067,9.919183532356433,3.215026365959279,20.070925850854096,17.92465950900153,0.0426256062408404
std testing,1.820024258510671,2.9693218636119436,5.539454161578571,3.7292331139063286,1.3851903093703228,2.707586054266991,2.5130557952929236,9.352176703094411,6.820832389876779,0.01198074006328296,1.7175541585719922,3.763519243012682,5.2494634418401525,4.111875459220325,1.1396630402882877,3.5281892705975046,2.924921079939801,9.932084439080107,8.425872302826022,0.010128663890361931
