,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,59.53,60.323333333333345,58.72666666666667,59.54,59.653333333333336,57.56,20.176666666666666,0.7742333333333332,29.986666666666668,32.406666666666666,29.206666666666667,28.349999999999998,30.55,29.046666666666667,34.72666666666667,0.4768666666666667
split 1,58.169999999999995,57.48666666666667,58.46333333333333,58.56333333333333,58.223333333333336,59.78333333333333,20.89,0.7689333333333334,32.76,33.60666666666666,29.263333333333332,35.40333333333333,32.89333333333334,28.8,33.55666666666667,0.4965333333333333
split 2,58.94,58.61333333333334,57.596666666666664,60.60333333333333,59.04,54.34,20.483333333333334,0.7740333333333332,33.68,33.81333333333333,30.89,36.330000000000005,33.910000000000004,28.793333333333333,33.046666666666674,0.5008666666666667
split 3,57.89333333333334,57.47666666666667,59.38666666666666,56.81666666666666,57.96666666666667,62.330000000000005,21.02,0.7649333333333334,33.85666666666666,28.746666666666666,37.096666666666664,35.73,34.21666666666667,40.82666666666666,32.89333333333334,0.505
split 4,60.02333333333333,59.76666666666667,59.5,60.806666666666665,60.10333333333333,58.56666666666667,19.946666666666665,0.7792,31.793333333333333,30.366666666666664,35.876666666666665,29.126666666666665,32.01,36.92666666666667,33.99333333333333,0.4998333333333333
mean,58.913333333333334,58.73333333333333,58.73333333333333,59.26666666666667,58.99333333333334,58.51333333333334,20.5,0.7722333333333333,32.416666666666664,31.790000000000003,32.46666666666666,32.99,32.71333333333333,32.88,33.643333333333324,0.4958666666666667
std,1.7176568018346636,1.9978143613014256,3.0934336190640246,2.07784439584232,1.6965001882961552,6.832926947265474,0.8478417043030824,0.010257008444094317,2.663158191988519,5.38387988969541,6.564453434132115,4.764047578827623,2.52713223503111,9.014339588800846,1.2627254474174328,0.01680345996117069
testing,29.853333333333335,7.25,71.18666666666667,11.116666666666667,56.21,99.92333333333333,31.72666666666667,0.8060333333333333,24.676666666666666,1.9033333333333333,72.12666666666667,0.0,56.49333333333333,100.0,33.18666666666667,0.6625
std testing,1.4369025328423932,1.6532594069493955,0.4748567035315904,4.7739594561421335,0.43366653856006043,0.10842303978193917,0.39338982645151904,0.004120140234938047,1.2714908135290994,2.691719813716791,1.2877456615686536,0.0,1.6636172102446591,0.0,0.2027039439401435,0.00767637067022341
