,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,58.49931999999997,58.53051999999996,58.50254999999999,58.464989999999986,58.58055999999997,58.23134000000003,20.70980000000001,0.7698729999999997,33.20615,33.52481999999996,32.91307000000001,33.18093000000004,33.439710000000034,32.95971000000003,33.27990000000001,0.5005879999999996
split 1,58.57702000000003,58.668109999999984,58.54272000000003,58.52006999999994,58.65562999999999,58.219119999999975,20.672360000000033,0.7702185000000006,33.02444000000005,33.51855000000003,32.674689999999984,32.88054000000004,33.24438000000004,32.58469999999999,33.37759000000007,0.49794579999999933
split 2,58.53624000000005,58.52242999999994,58.48803999999994,58.59803999999995,58.614509999999925,58.29819999999995,20.693099999999998,0.770224399999999,33.01226000000002,33.48038999999999,32.72232000000003,32.83444999999999,33.260980000000025,32.81011000000003,33.36951000000005,0.4984989999999997
split 3,58.551999999999985,58.540229999999944,58.591459999999984,58.52432999999994,58.63182999999992,58.47499999999997,20.683990000000033,0.7701107999999995,33.061549999999976,33.14296999999997,32.97996,33.061779999999985,33.302839999999996,33.09412000000005,33.34847000000003,0.4989264000000001
split 4,58.512350000000126,58.54020999999999,58.55065999999996,58.445930000000004,58.59238999999998,58.56697999999991,20.703739999999986,0.7701457999999994,32.96830999999999,33.08385000000002,32.91764,32.90411000000007,33.18388000000005,33.06491999999997,33.40780000000004,0.4989955999999999
mean,58.535320000000034,58.56023000000002,58.53523000000002,58.510790000000014,58.61493000000005,58.35786999999998,20.69250999999996,0.7701146999999998,33.054550000000006,33.34988999999997,32.84134999999998,32.97212000000001,33.28644,32.902440000000006,33.35654000000002,0.4989936999999993
std,1.4598166771906669,2.2302557499085167,2.2822908124522607,2.2723977267230313,1.4383306294951796,5.411198146031616,0.7191709326690005,0.009095486339388344,3.0889738021284674,5.188971253200773,5.23648213982479,5.091023315695578,3.0712990274208076,7.011209553640228,1.5356069758515687,0.02838092532456262
