plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
P2,0,27,11,47.4381,29.7015,1.67753,8.849459930668084,1541,1226
P2,0,27,42,47.4381,30.0056,3.19993,8.521269220718764,1541,713
P2,0,27,128,47.4381,39.6942,4.2556,8.124851530557343,1541,1558
P2,0,27,180,47.4381,31.3197,4.13292,6.688123087683121,1541,1525
P2,0,27,262,47.4381,21.6513,6.0146,4.837397438375309,1541,726
P2,0,27,264,47.4381,33.2032,3.29868,6.720637599990048,1541,651
P2,0,27,313,47.4381,31.1835,5.93085,5.595070309772702,1541,765
P2,0,27,341,47.4381,31.4811,1.94122,8.238583452784829,1541,610
P2,0,63,40,52.3842,30.0035,3.82061,7.509613909715997,2260,877
P2,0,63,71,52.3842,25.4188,6.4259,6.102507890531566,2260,1189
P2,0,63,80,52.3842,31.5467,2.23192,8.41925663873599,2260,1547
P2,0,63,259,52.3842,36.5022,2.75465,8.532027024746228,2260,892
P2,0,63,275,52.3842,30.0738,2.79367,7.926055188818711,2260,1234
P2,0,63,277,52.3842,32.1297,4.16524,7.487133415814093,2260,935
P2,0,63,305,52.3842,22.583,3.33591,7.512958277702598,2260,963
P2,0,63,306,52.3842,28.2791,1.77893,7.647167304093719,2260,1598
P2,0,63,323,52.3842,39.0702,1.06109,8.88860024179848,2260,1439
P2,0,63,324,52.3842,18.857,4.02016,6.483545648054004,2260,797
P2,0,73,75,38.9356,26.7417,3.66486,6.175934419737633,2230,1497
P2,0,73,82,38.9356,24.0881,7.34826,4.385007165661193,2230,1226
P2,0,73,308,38.9356,32.1944,2.73971,7.584419193979192,2230,1376
P2,0,73,309,38.9356,29.6094,3.72796,7.044494299408583,2230,854
P2,0,73,325,38.9356,19.2255,2.56116,6.502566927306479,2230,1397
P2,0,73,364,38.9356,36.0233,2.83651,7.437979817188265,2230,1717
P2,0,73,383,38.9356,26.3759,2.84457,7.107481730796077,2230,1225
P2,0,73,384,38.9356,24.2343,1.80245,7.839293306217084,2230,1657
P2,0,86,4,44.8616,36.7542,5.56427,6.31693421846389,1824,980
P2,0,86,149,44.8616,29.7466,3.98219,6.701397984219412,1824,1125
P2,0,86,155,44.8616,33.0245,1.27067,8.100553288245193,1824,1724
P2,0,86,242,44.8616,27.1565,6.69126,5.634560328801175,1824,1323
P2,0,86,415,44.8616,34.5504,2.01244,7.893971418424315,1824,2413
P2,0,86,429,44.8616,45.026,5.82709,7.08237602651822,1824,863
P2,0,86,430,44.8616,20.4924,3.87106,5.927863199678278,1824,934
P2,0,94,95,43.3329,34.8539,5.78502,6.004140294963134,1322,1358
P2,0,94,111,43.3329,28.1697,3.64895,6.264291828522997,1322,974
P2,0,94,249,43.3329,35.1924,7.12593,5.413124677337479,1322,963
P2,0,94,262,43.3329,21.6513,3.0856,6.413556737598881,1322,726
P2,0,94,264,43.3329,33.2032,3.07829,7.219238307467071,1322,651
P2,0,94,341,43.3329,31.4811,4.14202,6.6861739136893545,1322,610
P2,0,95,45,34.8539,32.5187,2.12539,7.543310420869607,1358,1007
P2,0,95,65,34.8539,25.3194,3.45646,5.946254265871921,1358,1040
P2,0,95,94,34.8539,43.3329,5.78502,6.004140294963134,1358,1322
P2,0,95,249,34.8539,35.1924,2.41429,7.582964416928249,1358,963
P2,0,95,264,34.8539,33.2032,2.71591,7.827146827139505,1358,651
P2,0,95,267,34.8539,38.0767,3.43553,7.382667839907194,1358,1771
P2,0,95,374,34.8539,30.5836,5.60986,5.7254299601078,1358,1164
P2,0,112,33,39.0394,32.8729,2.43831,7.369533782702946,903,1417
P2,0,112,91,39.0394,26.7114,1.7888,7.444350072538233,903,1662
P2,0,112,103,39.0394,47.9957,8.57521,4.966985761646595,903,1869
P2,0,112,104,39.0394,24.6172,8.02017,4.031599017375115,903,632
P2,0,112,236,39.0394,30.1177,4.32501,6.994933813125039,903,461
P2,0,112,336,39.0394,42.9029,2.32756,9.3792549129715,903,1342
P2,0,128,27,39.6942,47.4381,4.2556,8.124851530557343,1558,1541
P2,0,128,45,39.6942,32.5187,3.70556,6.651707667238541,1558,1007
P2,0,128,180,39.6942,31.3197,2.24803,7.460713695887278,1558,1525
P2,0,128,240,39.6942,38.5266,6.26162,6.489566175315575,1558,1438
P2,0,128,264,39.6942,33.2032,3.31817,6.9402641107093315,1558,651
P2,0,128,394,39.6942,27.8255,5.25373,5.774130329010595,1558,735
P2,0,128,408,39.6942,29.833,2.48924,6.96107220736145,1558,1346
P2,0,215,45,32.7919,32.5187,2.34329,7.3403235062495735,1329,1007
P2,0,215,65,32.7919,25.3194,2.93701,6.719718569255709,1329,1040
P2,0,215,165,32.7919,31.1655,2.83068,6.843976457769268,1329,1168
P2,0,215,233,32.7919,43.9954,2.19109,8.59457241743881,1329,1834
P2,0,215,240,32.7919,38.5266,5.94659,5.285152839473992,1329,1438
P2,0,215,270,32.7919,30.2067,5.16447,5.588465216890947,1329,1113
P2,0,215,311,32.7919,25.2887,3.07551,6.4916070064430125,1329,1300
P2,0,229,34,42.7835,29.6676,6.55309,4.838647095459638,1602,753
P2,0,229,74,42.7835,25.3016,2.58628,7.231000976149914,1602,1017
P2,0,229,153,42.7835,45.1435,2.68512,8.900942634058481,1602,1456
P2,0,229,157,42.7835,48.4681,3.89991,8.60072856342996,1602,1633
P2,0,229,220,42.7835,23.0811,4.0435,5.765290004327624,1602,1088
P2,0,229,260,42.7835,36.4095,3.13687,9.356171147429913,1602,1325
P2,0,229,338,42.7835,27.1481,1.22461,8.335241566529433,1602,1386
P2,0,229,366,42.7835,24.6806,4.98925,5.11521785581025,1602,1426
P2,0,233,165,43.9954,31.1655,7.43316,5.166627659634474,1834,1168
P2,0,233,215,43.9954,32.7919,2.19109,8.59457241743881,1834,1329
P2,0,233,237,43.9954,30.4616,4.3103,6.655720490112249,1834,1100
P2,0,233,240,43.9954,38.5266,3.5375,8.442367322641202,1834,1438
P2,0,233,283,43.9954,22.1973,3.75011,6.489466609213735,1834,1747
P2,0,233,285,43.9954,44.9895,2.48539,9.040547946474263,1834,2093
P2,0,233,409,43.9954,39.1394,6.75003,5.630158295019421,1834,2163
P2,0,240,45,38.5266,32.5187,3.58242,7.095220863158526,1438,1007
P2,0,240,128,38.5266,39.6942,6.26162,6.489566175315575,1438,1558
P2,0,240,215,38.5266,32.7919,5.94659,5.285152839473992,1438,1329
P2,0,240,233,38.5266,43.9954,3.5375,8.442367322641202,1438,1834
P2,0,240,408,38.5266,29.833,4.59857,5.842571395070838,1438,1346
P2,0,240,409,38.5266,39.1394,2.86892,7.455019466937427,1438,2163
P2,0,260,11,36.4095,29.7015,2.61464,7.169686771345036,1325,1226
P2,0,260,42,36.4095,30.0056,4.3927,5.7632685748981896,1325,713
P2,0,260,74,36.4095,25.3016,3.89345,6.2971866900609665,1325,1017
P2,0,260,202,36.4095,19.3372,2.55426,6.685497003222723,1325,1433
P2,0,260,229,36.4095,42.7835,3.13687,9.356171147429913,1325,1602
P2,0,260,338,36.4095,27.1481,7.91479,4.132990549275426,1325,1386
P2,0,260,429,36.4095,45.026,3.72289,8.047149753546284,1325,863
P2,0,348,80,36.6922,31.5467,4.25594,6.123564538934819,2466,1547
P2,0,348,306,36.6922,28.2791,2.4676,6.757907548642552,2466,1598
P2,0,348,307,36.6922,26.7366,4.05866,6.477652059975127,2466,1885
P2,0,348,324,36.6922,18.857,5.14407,4.831786404633382,2466,797
P2,0,348,339,36.6922,30.1629,1.42544,7.248237904966972,2466,1518
P2,0,348,350,36.6922,28.9505,4.08584,6.205295763950338,2466,1572
