,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5658,0.0,50.0,0.0,0.5237
split 1,0.0,50.0,0.0,0.5903,0.0,50.0,0.0,0.4629
split 2,0.0,50.0,0.0,0.5767,0.0,50.0,0.0,0.4937
split 3,0.0,50.0,0.0,0.5699,0.0,50.0,0.0,0.4997
split 4,0.0,50.0,0.0,0.5815,0.0,50.0,0.0,0.4861
split 5,0.0,50.0,0.0,0.5597,0.0,50.0,0.0,0.4735
mean,0.0,50.0,0.0,0.574,0.0,50.0,0.0,0.4899
std,0.0,0.0,0.0,0.0101,0.0,0.0,0.0,0.0194
test mean,0.0,50.0,0.0,0.5571732414852426,0.0,50.0,0.0,0.5078966473848043
test std,0.0,1.4761154623573517e-14,0.0,0.05938737333598484,0.0,2.1018137570293107e-14,0.0,0.07841540182415795
