,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5541,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5508
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.557,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5134
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.551,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5357
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5453,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5424
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5479999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5748
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5588,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5196
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5524,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5395
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203
test mean,16.66666666666666,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111105,33.333333333333314,0.0,0.0,0.5583217354374149,16.66666666666666,49.999999999999986,0.0,0.0,33.33333333333333,11.111111111111107,33.33333333333332,0.0,0.0,0.5244074024692148
test std,1.4164031343378439e-14,4.219401031069207e-14,0.0,0.0,4.312830829653677e-15,1.23541015724641e-14,3.7278999463898614e-14,0.0,0.0,0.05323064446047521,1.0877919644084147e-14,3.197442310920451e-14,0.0,0.0,7.105427357601002e-15,9.524652439874977e-15,2.886238236725078e-14,0.0,0.0,0.048799360874654696
