,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5954,0.0,50.0,0.0,0.4509
split 1,0.0,50.0,0.0,0.5821,0.0,50.0,0.0,0.5317
split 2,0.0,50.0,0.0,0.5805,0.0,50.0,0.0,0.5219
split 3,0.0,50.0,0.0,0.5889,0.0,50.0,0.0,0.5172
split 4,0.0,50.0,0.0,0.5903,0.0,50.0,0.0,0.4318
split 5,0.0,50.0,0.0,0.572,0.0,50.0,0.0,0.4599
mean,0.0,50.0,0.0,0.5849,0.0,50.0,0.0,0.4856
std,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0392
test mean,0.0,50.0,0.0,0.5731239248087215,0.0,50.00000000000001,0.0,0.5349149059899
test std,0.0,1.755668018067076e-14,0.0,0.09309378297776111,0.0,2.5618982671915014e-14,0.0,0.08960637251611031
