Label, Parent Label
12800,20107
12928,18951
12160,19476
7232,18248
12864,19910
12608,19595
12224,19516
12320,19891
12448,19727
5280,19790
12192,19761
12384,19662
12128,18214
43744,19555
12256,19924
4112,18542
12816,19740
12560,19847
12624,19914
13008,20004
12240,20034
12336,19905
12848,19785
22704,18641
12976,18947
12720,20108
12208,18241
12400,19674
12912,19776
12528,19531
12784,19560
11272,18244
520,19560
12808,18543
12424,19478
12936,19865
12168,18629
12872,20101
12616,19594
12104,18665
13000,20097
12232,19526
12328,18948
12840,18628
12584,19859
12456,19465
12712,19674
9448,18949
12776,19718
12264,18663
12312,18886
4632,19582
12568,19559
12696,19679
12184,19779
12376,19658
12504,19797
8664,19896
12760,18208
1496,19549
12248,19909
12856,19481
12600,19968
12472,19582
22712,19501
12984,19643
12728,19346
12216,19835
12408,19770
12920,44096
12536,19524
1016,19766
12280,18303
12932,18330
12676,19157
8260,19871
12356,19634
12868,19765
12612,19680
12996,19769
12740,19709
12836,19546
12580,19048
11428,19452
12708,19284
12388,19285
13028,19548
43748,19869
12772,19491
12260,19650
4628,19752
12564,19566
10516,19821
12436,19771
12628,19886
4308,19536
13012,19778
12756,19915
3028,19491
12852,20033
12596,19965
22708,18621
12980,18704
12916,19668
10868,19976
12660,19938
12788,19748
12300,19590
4364,18546
12556,19566
12428,19699
12684,19978
12620,19896
12492,19482
22732,19855
12332,20098
12844,20034
12460,19744
22700,19626
12972,20100
1708,18768
9644,19463
12204,19528
12652,19925
12140,19792
43756,19464
12780,18244
12268,18703
12828,18884
12572,19590
12380,18223
12124,19464
43740,19555
12764,19428
12252,19694
12348,19917
22716,20047
12988,19840
12732,20012
12220,19522
12924,20083
8060,19849
12540,18663
11772,19718
12284,19555
3074,18632
12802,18632
12546,18382
12418,19677
1154,19799
12930,44095
12674,19191
12162,20105
12354,19931
7234,19551
12866,19812
12610,19874
12994,20096
12322,18885
12834,19572
12578,18816
12194,19797
12386,19925
13026,19548
43746,19585
12258,19828
12306,19599
4626,19742
8466,19585
12562,18638
12690,19664
6546,19834
2962,19819
12178,19864
12626,19894
12754,19912
12242,20040
12850,20032
12594,19870
22706,20023
12914,19848
1650,19576
12786,18665
12298,19588
12810,18623
12554,18270
9994,19936
12938,18813
12170,19484
12874,19575
12618,19606
12490,19862
22730,18627
8650,18814
12746,19982
12234,19842
9258,18950
12842,19800
22698,19648
12970,19815
12714,19346
9642,19730
12906,19698
12650,18383
12522,19525
12778,19478
12266,19909
12826,19571
12570,19561
12698,19674
12122,18609
12506,18664
43738,19570
8666,19875
12250,18638
12346,19495
12858,19636
7482,19550
4282,19739
12474,19864
698,19618
12730,19700
8826,19881
12922,20091
12666,19942
12154,19856
2298,19658
12282,19565
3078,19856
12550,18639
12678,19938
12358,19916
12870,20089
12486,19915
12998,18603
12742,19491
12230,20041
12326,19891
12838,18639
5670,19766
12454,19732
12198,19783
12902,19803
43750,19683
12774,19722
12310,19985
8470,19587
12694,19191
9110,18949
12630,19625
12118,19975
13014,19778
12758,19770
1494,19912
12246,19842
12598,19875
12470,19742
12982,18546
12406,19819
12918,19603
12790,18222
12278,18382
12558,20047
12942,19670
12686,19962
12174,19876
12622,19629
2894,18222
12494,19518
12238,19825
12846,20035
12462,19535
22702,19850
12974,19910
12718,19495
12398,19672
12910,19738
1262,19799
12830,19613
10654,19966
350,18547
12510,19785
13022,20032
12766,19718
12990,19830
12734,19691
12926,20090
8062,19576
12542,18634
12289,19668
12801,18566
12929,18951
12673,19934
12161,19743
12353,19913
12865,19812
12609,20099
12481,19751
12993,20096
12321,18885
12833,18814
12577,18303
12449,19791
12385,19662
6241,19794
12641,19975
13025,18247
43745,19555
12257,19924
12305,19964
12561,19671
6545,18630
12497,19482
13009,20005
12241,18642
12849,19800
12593,19870
12465,19483
22705,20022
12977,18947
12721,20108
10161,19679
12913,19776
12657,18431
12145,18547
12529,20023
12785,18567
12553,19827
12425,18223
12937,20070
12169,19751
12361,19730
12617,19661
12489,19598
12745,19454
12233,19527
9257,19895
12841,18628
12457,18665
12969,19911
12713,19974
2473,19978
12201,19761
12137,18544
12521,19805
12777,18242
12265,19847
12313,19606
12825,19571
8473,18888
12569,18749
9113,19977
12377,19283
12121,18623
12505,19528
43737,19868
12761,19451
12345,19634
11577,19982
7481,19965
22713,19501
12985,19534
12217,19835
12409,19958
12921,19882
12665,19285
12153,18569
2297,18431
12793,19428
3077,19771
12549,19640
12421,19987
12933,19630
12677,19943
12357,19964
12869,20088
12485,19492
12997,19496
12741,18540
12837,19849
5669,19784
2725,18500
12709,19690
12389,19962
12133,19598
43749,18884
12773,18543
12261,19651
12309,19290
8469,19048
12565,19873
10517,19958
12693,19987
9109,19914
12181,19481
12373,19644
12629,19462
12117,19507
13013,19786
12757,19988
3029,19718
12245,19855
12597,19597
2357,19947
22709,18621
12213,18630
10869,19534
1653,19863
12149,19808
12277,19556
13,19483
12301,19875
4365,19740
2893,19721
12109,18947
12333,18950
12461,18269
22701,19627
12973,19861
12717,19821
9645,19986
12205,19518
12909,19738
12653,19926
12525,19523
12829,19613
12573,19565
5277,19581
10653,19710
12637,19931
12253,19763
12349,19898
22717,20046
12989,19829
12733,19690
12925,19906
12669,19664
7037,19909
12157,19544
8061,19573
12541,18640
12291,19985
12547,19617
12931,19848
12675,19942
8259,18768
7235,18270
12867,20100
12611,19605
12995,18240
12227,19834
12323,18382
12835,19546
12451,19727
10339,19284
43747,19592
12307,19599
12563,19857
10515,19815
12947,19887
12179,19752
12371,19653
13011,19488
12755,18540
12851,20033
12595,18499
12467,20105
22707,19795
12979,18704
12211,19879
12915,19969
12659,19936
12275,19540
12299,19590
12811,19774
9995,19944
12683,19677
12363,19913
12875,19575
12107,19792
8651,20098
9259,19644
3115,19740
12843,18641
12459,19465
22699,19904
1707,19847
12715,19700
12907,19698
12651,18989
12139,19818
12267,19839
12827,19869
12571,19578
12955,19984
12379,18499
12891,19788
12507,19598
43739,19592
12763,19722
12251,19531
12347,19926
7483,19552
4283,19818
22715,19855
12987,19851
12731,20013
12219,19522
12411,19960
8827,18948
12923,19651
12667,19157
12283,19863
11271,19699
12807,18236
12423,19286
12935,19887
12167,19975
12359,19917
12615,19592
12103,18665
12487,18664
12999,19502
12743,18208
12231,18246
12327,19913
9255,19902
12839,18640
12583,19586
12455,18541
12711,19691
12199,19784
12647,19462
12519,19524
4631,19484
8471,18816
12567,19558
12695,19966
9111,19615
12631,19616
12119,19876
12759,19721
1495,19840
12599,18888
12471,19744
22711,19789
12983,19643
12919,19884
12791,18572
12279,19579
4111,19732
12943,19670
6799,19683
12687,19959
12367,19905
11983,19497
12847,19786
12591,19571
22703,19826
12975,18947
12207,18241
12399,19664
12911,19497
12527,19523
4639,18569
5279,19790
10655,19690
12191,19488
12383,18383
12639,19763
12127,19739
13023,20035
12255,19825
12351,19898
7231,18635
12863,19694
12607,19986
2175,19629
12927,20090
12671,19947
12543,19636
