label, neighbor, wall area
18208,18222,6.62047
18208,18500,5.7352
18208,18543,6.5586
18208,19451,1.04044
18208,19699,7.06768
18208,19771,1.01072
18213,18331,6.64856
18213,19593,4.17034
18213,19680,5.43381
18213,19683,2.71018
18213,19735,1.99751
18213,19845,7.2096
18213,19953,8.91861
18214,19464,9.49367
18214,19465,6.09439
18214,19727,1.60606
18214,19744,2.86994
18214,20105,4.23989
18222,18208,6.62047
18222,18623,4.38886
18222,19451,6.5304
18222,19771,4.35345
18222,19792,2.76084
18223,18244,8.54678
18223,19455,5.7767
18223,19560,8.39852
18223,19856,1.54414
18223,19964,6.73263
18223,19965,3.83612
18236,18543,7.37383
18236,19721,1.01673
18236,19748,6.33068
18236,19771,3.1535
18236,19791,4.1663
18236,19818,6.27189
18240,19496,0.659692
18240,19502,8.19818
18240,19769,4.55726
18240,19779,1.66788
18240,20096,3.58759
18240,20097,1.73117
18241,18628,1.73257
18241,19522,5.08882
18241,19523,5.51549
18241,19783,3.24938
18241,19784,6.01962
18242,18704,9.641
18242,19478,7.74659
18242,19720,7.37933
18242,19978,10.3331
18243,19480,1.70037
18243,19537,3.39111
18243,19754,5.05178
18243,19793,5.93499
18243,19822,1.18916
18244,18223,8.54678
18244,18499,2.6711
18244,18704,4.66473
18244,19478,11.1146
18244,19856,8.61308
18244,19964,0.494094
18246,19525,4.74659
18246,19526,3.93174
18246,19805,0.59085
18246,19830,3.72801
18246,20023,0.2667
18246,20040,7.03231
18247,18625,4.28529
18247,18813,2.34721
18247,19547,2.5714
18247,19548,3.22234
18247,19776,3.04328
18247,19848,3.18705
18247,19865,2.87008
18248,18642,0.237979
18248,18703,2.06001
18248,19549,3.9882
18248,19828,7.38324
18248,20040,7.01286
18248,20041,1.02543
18269,18623,3.92635
18269,19535,3.41966
18269,19582,3.62318
18269,19774,1.34452
18269,19792,2.6601
18269,19864,5.6966
18270,19565,6.21372
18270,19590,5.42531
18270,19834,8.04816
18270,19842,2.03598
18270,19855,5.25282
18303,18304,5.2309
18303,19552,1.47486
18303,19562,6.02546
18303,19579,4.65519
18303,19599,9.80786
18303,20018,0.637917
18304,18303,5.2309
18304,19562,1.717
18304,20018,1.05412
18304,20020,1.61875
18304,20021,1.35298
18304,20036,4.59564
18330,18951,4.14501
18330,19630,5.65804
18330,19848,3.77897
18330,19865,3.56491
18330,19887,3.0933
18330,44095,0.752699
18331,18213,6.64856
18331,18704,14.6738
18331,19680,2.82344
18331,19720,8.75145
18331,19953,10.1383
18382,18664,9.07149
18382,19283,6.00642
18382,19617,5.9446
18382,19640,0.398881
18382,19661,6.9017
18382,19808,8.0647
18382,19873,6.40582
18382,19978,9.44183
18383,18949,4.3313
18383,19190,3.44588
18383,19634,4.51927
18383,19895,2.7482
18383,19933,4.75894
18383,19934,7.75427
18384,19622,3.59898
18384,19647,3.18213
18384,19665,2.78175
18384,19878,4.1206
18384,19927,5.60307
18384,20087,3.4416
18431,18432,2.87672
18431,19284,11.435
18431,19285,4.4254
18431,19931,9.33662
18431,19947,4.22082
18432,18431,2.87672
18432,19114,7.92756
18432,19285,9.07917
18432,19931,4.68497
18432,19949,3.56382
18432,19957,8.80886
18432,19962,0.857608
18433,19189,0.806175
18433,19670,3.35412
18433,19930,3.07311
18433,19984,3.10977
18433,19985,5.96872
18433,20084,2.97769
18433,20085,3.28718
18499,18244,2.6711
18499,19283,4.42944
18499,19478,6.17178
18499,19924,5.62326
18499,19964,9.34182
18500,18208,5.7352
18500,19286,4.05159
18500,19451,4.19002
18500,19679,3.84529
18500,19699,1.45221
18500,19976,5.72103
18501,18527,3.24307
18501,18528,4.37874
18501,19428,4.8691
18501,19682,2.27259
18501,19690,6.41396
18501,19696,4.73716
18501,19993,2.36539
18513,19290,3.69781
18513,19704,4.34137
18513,19726,2.05499
18513,20005,0.872708
18513,20010,4.00646
18513,20089,4.27467
18517,19447,6.02883
18517,19475,2.45553
18517,19711,7.29215
18517,19971,5.53932
18526,19450,7.29871
18526,19728,7.18378
18527,18501,3.24307
18527,18528,3.43659
18527,19387,4.15125
18527,19479,1.05465
18527,19480,1.80027
18527,19696,0.650228
18527,19723,3.22848
18528,18501,4.37874
18528,18527,3.43659
18528,19428,6.42195
18528,19480,3.83859
18528,19754,2.661
18538,19702,2.3477
18538,19703,5.7863
18538,19725,3.24442
18538,19726,0.679607
18538,19759,2.49291
18538,19760,4.07379
18538,20086,2.66799
18540,18567,4.67977
18540,18632,12.8035
18540,19491,8.47031
18540,19507,1.91385
18540,19709,3.97379
18540,19710,11.1548
18540,19962,0.681316
18540,19987,10.7505
18541,18542,6.82059
18541,18546,5.67669
18541,19444,6.89413
18541,19450,0.400401
18541,19732,4.20253
18542,18541,6.82059
18542,18546,5.45687
18542,18547,6.24946
18542,19450,5.40103
18542,19727,2.86157
18543,18208,6.5586
18543,18236,7.37383
18543,19698,1.20879
18543,19699,2.67013
18543,19721,6.19319
18543,19771,4.9654
18544,18569,5.20447
18544,19732,4.61105
18544,19739,7.55454
18544,19742,2.88865
18544,19752,0.755774
18545,18987,7.51908
18545,18992,4.3588
18545,19557,11.1952
18545,19636,6.03044
18545,19656,6.48633
18546,18541,5.67669
18546,18542,5.45687
18546,18547,2.80081
18546,19481,3.39915
18546,19482,5.80146
18546,19732,1.35407
18546,19742,7.83979
18546,19761,2.41976
18547,18542,6.24946
18547,18546,2.80081
18547,19465,6.12335
18547,19476,5.82941
18547,19482,1.30567
18547,19727,4.07487
18547,19743,1.02126
18548,19466,8.37276
18548,19593,3.75795
18548,19621,8.4429
18548,19623,7.52938
18548,19735,2.01281
18564,19425,5.65733
18564,19426,4.66194
18564,19740,8.43446
18564,19780,8.90059
18566,18567,11.234
18566,18629,6.43567
18566,19808,7.33898
18566,20107,10.3483
18566,20108,5.96676
18567,18540,4.67977
18567,18566,11.234
18567,19507,9.773
18567,19709,13.3127
18567,19808,2.98942
18567,20108,2.63145
18569,18544,5.20447
18569,19488,7.9107
18569,19742,6.06958
18569,19752,10.2063
18569,19778,1.62666
18571,18952,2.69467
18571,18987,4.83637
18571,19477,7.2887
18571,19624,1.94471
18571,19628,2.4182
18571,19755,4.11216
18572,18609,3.84076
18572,19452,4.003
18572,19497,2.93493
18572,19722,8.13652
18572,19774,4.11051
18602,18611,7.53077
18602,19473,8.27137
18602,19474,4.57126
18602,19492,6.64435
18602,19498,8.00552
18602,19751,0.157298
18603,19484,8.13746
18603,19485,4.97986
18603,19496,6.83305
18603,19501,1.95544
18603,19502,3.22818
18606,18615,3.88064
18606,19489,8.25292
18606,19494,2.65579
18606,19500,0
18606,19997,3.67187
18606,20025,2.96344
18607,18619,3.76095
18607,18621,3.58423
18607,19484,2.37603
18607,19490,4.99369
18607,19501,5.05953
18607,19788,0.318261
18607,19789,1.60034
18608,18610,5.76368
18608,19188,5.53364
18608,19557,9.06175
18609,18572,3.84076
18609,19497,4.71912
18609,19535,6.60154
18609,19536,4.55361
18609,19774,2.93328
18610,18608,5.76368
18610,18992,3.80126
18610,19048,3.24451
18610,19188,5.52233
18610,19557,1.68061
18610,19638,2.90313
18610,19763,6.96445
18611,18602,7.53077
18611,18624,9.93617
18611,19498,4.42672
18615,18606,3.88064
18615,18626,3.38035
18615,19489,0
18615,19500,2.63183
18615,19997,4.49847
18615,20028,2.42513
18619,18607,3.76095
18619,19490,2.73781
18619,19494,3.08696
18619,19788,3.94508
18619,20025,2.2483
18621,18607,3.58423
18621,19516,5.55
18621,19788,3.58894
18621,19789,4.4453
18621,19794,0.512454
18621,19795,3.11698
18623,18222,4.38886
18623,18269,3.92635
18623,19451,2.5486
18623,19452,2.56175
18623,19774,7.61503
18623,19792,6.87381
18624,18611,9.93617
18624,19498,4.85247
18624,19799,8.79475
18624,19824,10.6676
18625,18247,4.28529
18625,19479,3.5164
18625,19548,2.27894
18625,19753,1.46472
18625,19776,3.50277
18625,19793,5.78659
18626,18615,3.38035
18626,18627,2.26101
18626,19803,3.65403
18626,19996,1.69597
18626,19997,0.942145
18626,20026,2.51736
18626,20028,2.02704
18627,18626,2.26101
18627,19531,0.766173
18627,19803,2.30346
18627,19805,3.78941
18627,19996,4.30558
18627,20041,4.11819
18628,18241,1.73257
18628,18639,4.3946
18628,18640,2.74949
18628,19523,5.28993
18628,19784,2.21758
18628,19785,1.24775
18628,19800,8.23985
18629,18566,6.43567
18629,19808,6.92263
18629,19873,9.69451
18629,20107,6.70965
18629,44098,9.4898
18630,19528,4.45656
18630,19796,2.09486
18630,19797,7.71769
18630,19833,5.28229
18630,19834,4.31773
18630,19855,6.11907
18631,18767,5.16143
18631,18912,0
18631,19477,4.16937
18631,19529,1.90759
18631,19623,10.6688
18631,19725,0.396041
18631,19758,4.32722
18631,20009,2.37197
18632,18540,12.8035
18632,18664,10.2738
18632,19491,10.3207
18632,19507,4.03938
18632,19598,10.7287
18632,19617,2.49055
18633,19510,3.88301
18633,19543,5.49582
18633,19574,6.4575
18633,19767,6.41357
18633,20064,0.669448
18634,18635,5.20725
18634,18641,1.07953
18634,19826,3.98773
18634,19827,0.257496
18634,19839,2.22246
18634,20033,2.14737
18634,20034,2.56372
18635,18634,5.20725
18635,19524,4.51297
18635,19827,3.91623
