,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,29.58,50.63,3.26,34.83,38.16,48.08,36.26,64.16,43.82,0.606,21.76,45.7,0.0,19.59,31.48,20.26,32.06,0.0,28.73,0.5215
split 1,28.05,50.76,3.94,29.44,37.31,42.41,35.68,47.0,44.56,0.5972,19.48,48.6,0.0,9.85,32.97,23.61,32.86,0.0,37.96,0.5581
split 2,21.19,50.91,6.54,6.12,35.2,50.46,34.27,61.79,55.32,0.6015,18.28,49.17,1.34,4.33,32.91,28.4,33.08,18.71,33.42,0.5139
split 3,33.73,50.99,17.26,32.93,39.78,46.96,36.56,55.74,48.59,0.6124,22.31,50.1,7.29,9.53,33.79,30.43,34.5,24.72,32.06,0.5161
split 4,27.53,51.47,1.07,30.03,37.81,41.48,35.84,39.46,49.13,0.5982,23.94,48.73,0.0,23.11,34.38,23.56,33.95,0.0,36.74,0.5279
split 5,27.05,50.76,2.12,28.28,37.04,45.75,35.43,56.63,45.2,0.5944,27.49,51.34,0.0,31.14,36.58,24.24,37.39,0.0,35.32,0.564
mean,27.85,50.92,5.7,26.94,37.55,45.86,35.67,54.13,47.77,0.6016,22.21,48.94,1.44,16.26,33.69,25.08,33.97,7.24,34.04,0.5336
std,3.71,0.27,5.44,9.57,1.37,3.12,0.73,8.51,3.92,0.006,3.0,1.72,2.66,9.2,1.57,3.37,1.72,10.38,3.08,0.02
test mean,24.63751954895511,50.27836606493514,2.241575655285296,21.392616926644898,36.42539251793896,31.430623949383726,35.85946706874413,13.540721844293273,44.891682935113764,0.5932536213415927,27.505205401546235,49.01237560105758,9.61129238189814,23.89194822168297,37.72563797322706,33.48148499014549,36.33413171661044,13.46875,50.64157325382603,0.5233534981594987
test std,6.812461169092753,4.892718413638545,4.7370064659690705,16.803629040121244,3.8086905930324773,13.364797278019184,5.0308478947675095,27.384115625246885,26.268324999515187,0.042312619280522115,4.921481623600335,5.925897823387945,18.134580716116755,15.266486397433523,3.1400702167789127,8.820526028080495,3.567363823818063,23.8715434343383,14.570795212847317,0.05757568436683012
