,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6039,0.0,50.0,0.0,0.5669
split 1,0.0,50.0,0.0,0.5917,0.0,50.0,0.0,0.5592
split 2,0.0,50.0,0.0,0.6019,0.0,50.0,0.0,0.533
split 3,0.0,50.0,0.0,0.617,0.0,50.0,0.0,0.5013
split 4,0.0,50.0,0.0,0.5889,0.0,50.0,0.0,0.5748
split 5,0.0,50.0,0.0,0.5993,0.0,50.0,0.0,0.5554
mean,0.0,50.0,0.0,0.6005,0.0,50.0,0.0,0.5484
std,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0247
test mean,0.0,50.0,0.0,0.5885263606914144,0.0,50.0,0.0,0.4925868971772227
test std,0.0,1.3442122834233563e-14,0.0,0.06141212238480625,0.0,1.0658141036401503e-14,0.0,0.04768339147261094
