,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5057,0.0,50.0,0.0,0.5087
split 1,0.0,50.0,0.0,0.4964,0.0,50.0,0.0,0.5205
split 2,0.0,50.0,0.0,0.5028,0.0,50.0,0.0,0.5329
split 3,0.0,50.0,0.0,0.5056,0.0,50.0,0.0,0.4822
split 4,0.0,50.0,0.0,0.4977,0.0,50.0,0.0,0.5719
split 5,0.0,50.0,0.0,0.4991,0.0,50.0,0.0,0.4992
mean,0.0,50.0,0.0,0.5012,0.0,50.0,0.0,0.5192
std,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0284
test mean,0.0,50.0,0.0,0.4957510037709864,0.0,50.00000000000001,0.0,0.5393363377573188
test std,0.0,1.4022623163127864e-14,0.0,0.08000664974879236,0.0,2.1316282072803006e-14,0.0,0.059790821886217205
