,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.35,50.18,5.89,1.98,34.25,50.92,33.65,60.13,58.96,0.5726,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5407
split 1,16.91,50.06,0.0,0.66,33.44,33.28,33.39,0.0,66.44,0.5715,18.82,47.74,0.0,8.71,32.31,21.99,32.24,0.0,33.74,0.5091
split 2,17.35,50.08,1.17,0.79,33.56,48.44,33.44,44.94,66.93,0.5728,16.62,49.86,0.0,0.0,33.14,11.09,33.27,0.0,0.0,0.5137
split 3,26.09,50.82,9.39,18.05,36.32,44.31,35.06,56.05,41.81,0.5744,28.24,45.91,16.32,22.5,33.52,33.42,33.49,32.17,34.6,0.5375
split 4,17.45,49.98,0.0,2.38,33.55,29.94,33.38,0.0,56.45,0.5753,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4822
split 5,22.37,50.28,13.55,3.28,34.99,40.98,34.14,48.16,40.65,0.5719,20.21,49.25,11.37,0.0,33.04,20.48,33.63,27.82,0.0,0.5378
mean,19.92,50.23,5.0,4.52,34.35,41.31,33.84,34.88,55.21,0.5731,19.54,48.79,4.62,5.2,33.11,18.2,33.22,10.0,11.39,0.5202
std,3.32,0.28,5.13,6.12,1.03,7.59,0.6,25.15,10.57,0.0013,4.12,1.51,6.68,8.36,0.39,8.19,0.45,14.19,16.11,0.021
test mean,17.715422548076344,50.02052073383388,1.5536926607707002,1.572054249624442,33.69805693538412,15.570522416782266,33.449693435477606,7.448107448107448,5.813766366761758,0.568098638594161,16.998313454958502,49.5846839546191,0.0,1.41025641025641,32.83617424242424,13.495047141663678,33.24829931972787,0.0,7.236842105263158,0.5356288599058519
test std,2.391756107143384,0.8338657368904341,5.601671974762313,5.0565504149941365,0.9673375723600445,9.58523553239383,0.578884175313365,23.92165449818501,18.154086168289975,0.0656875865108409,0.8774549249335112,1.098822971572604,0.0,3.731187746373139,1.3153593165804056,6.307301878328586,0.2249788529816747,0.0,19.146884487967437,0.035983072407234404
