,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4997,0.0,50.0,0.0,0.5361
split 1,0.0,50.0,0.0,0.4933,0.0,50.0,0.0,0.4893
split 2,0.0,50.0,0.0,0.498,0.0,50.0,0.0,0.4768
split 3,0.0,50.0,0.0,0.5231,0.0,50.0,0.0,0.4467
split 4,0.0,50.0,0.0,0.4957,0.0,50.0,0.0,0.4683
split 5,0.0,50.0,0.0,0.4918,0.0,50.0,0.0,0.4859
mean,0.0,50.0,0.0,0.5003,0.0,50.0,0.0,0.4838
std,0.0,0.0,0.0,0.0106,0.0,0.0,0.0,0.0272
test mean,0.0,49.99999999999999,0.0,0.4942734326653015,0.0,50.000000000000014,0.0,0.4907218324239815
test std,0.0,1.686185274042142e-14,0.0,0.06928053652958335,0.0,1.2306961192854808e-14,0.0,0.05033345284484851
