plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
P1,0,747,390,42.0695,44.4853,5.09179,6.270450563214818,2917,4977
P1,0,747,413,42.0695,29.3344,3.62889,6.565871654243632,2917,3198
P1,0,747,471,42.0695,46.8886,4.73786,7.286431614164731,2917,4026
P1,0,747,610,42.0695,33.6817,4.22021,6.78739199983322,2917,2963
P1,0,747,693,42.0695,51.5107,4.55482,8.197907518684266,2917,3999
P1,0,728,372,47.5874,33.2197,5.4279,6.452640090567583,3393,4062
P1,0,728,413,47.5874,29.3344,3.77961,6.763733390591323,3393,3198
P1,0,728,605,47.5874,45.8827,8.10843,5.59470906883459,3393,4745
P1,0,728,620,47.5874,39.5719,3.84612,7.7358897348721305,3393,3905
P1,0,728,690,47.5874,30.8898,2.70803,8.65890871778309,3393,3147
P1,0,728,693,47.5874,51.5107,5.12103,7.506299353083383,3393,3999
P1,0,452,440,31.8299,37.1073,2.63913,6.944992420183047,3697,4178
P1,0,452,577,31.8299,31.5959,4.08809,5.911766898726725,3697,2573
P1,0,452,595,31.8299,49.1729,3.93867,8.104458452635807,3697,3513
P1,0,452,755,31.8299,42.4564,2.38673,7.624620165672254,3697,3512
P1,0,620,372,39.5719,33.2197,3.59276,6.869069701502528,3905,4062
P1,0,620,518,39.5719,38.4734,7.26522,5.220239056068219,3905,3484
P1,0,620,521,39.5719,40.3139,1.92704,8.963160503019061,3905,4220
P1,0,620,555,39.5719,32.0475,3.81964,7.196300736551313,3905,3432
P1,0,620,605,39.5719,45.8827,3.05661,8.02499233480008,3905,4745
P1,0,620,606,39.5719,37.6574,3.63856,7.159932126242541,3905,3585
P1,0,620,728,39.5719,47.5874,3.84612,7.7358897348721305,3905,3393
P1,0,414,443,44.2613,37.5494,4.30348,8.1083062104783,5511,2671
P1,0,414,444,44.2613,46.2987,1.26756,9.568427708300925,5511,3786
P1,0,414,536,44.2613,42.6984,8.874,4.997219810977299,5511,3016
P1,0,414,670,44.2613,40.4182,3.76647,7.982541720849069,5511,3626
P1,0,414,750,44.2613,37.8153,1.88478,8.824656209489465,5511,3008
P1,0,535,419,41.9144,45.5278,8.45192,5.397024470807966,4154,4093
P1,0,535,512,41.9144,28.0217,3.06612,6.962257368504842,4154,3703
P1,0,535,523,41.9144,44.7949,3.67349,7.676962044833945,4154,3728
P1,0,535,659,41.9144,20.696,3.12715,6.388195045992957,4154,2736
P1,0,535,665,41.9144,25.9155,4.81087,6.328725797480881,4154,2989
P1,0,535,679,41.9144,31.0771,3.19761,7.447896109141763,4154,3691
P1,0,535,697,41.9144,26.035,2.8388,7.284323905517933,4154,2769
P1,0,576,366,45.2093,51.8927,7.10716,6.7194437200113475,3261,3766
P1,0,576,439,45.2093,31.0694,3.93357,7.309903266808668,3261,3031
P1,0,576,449,45.2093,46.6096,5.23017,7.294360193471393,3261,3843
P1,0,576,557,45.2093,44.4624,4.9362,6.834885867153086,3261,3627
P1,0,576,709,45.2093,37.8398,3.69584,7.011713695495563,3261,3342
P1,0,576,741,45.2093,41.3676,4.02409,7.628561417338133,3261,3362
P1,0,672,407,45.4985,31.1326,5.64331,6.27849818902578,3354,2705
P1,0,672,514,45.4985,40.0498,4.15122,7.087102076128786,3354,3944
P1,0,672,517,45.4985,43.5571,3.30997,7.618191673396056,3354,3892
P1,0,672,538,45.4985,35.8268,7.39606,5.428707367219199,3354,3702
P1,0,672,680,45.4985,39.0171,6.65861,5.971769143135058,3354,3636
P1,0,672,698,45.4985,39.8914,4.21961,8.47126337050738,3354,4022
P1,0,366,557,51.8927,44.4624,3.06551,8.64721040289462,3766,3627
P1,0,366,576,51.8927,45.2093,7.10716,6.7194437200113475,3766,3261
P1,0,366,577,51.8927,31.5959,4.08405,6.5481067546826885,3766,2573
P1,0,366,595,51.8927,49.1729,7.09216,6.629869668741614,3766,3513
P1,0,366,720,51.8927,33.8931,4.21562,7.13918661077745,3766,3201
P1,0,366,741,51.8927,41.3676,5.11945,6.569014960319389,3766,3362
P1,0,421,420,44.2375,33.0944,7.07062,5.565343661526124,3214,3041
P1,0,421,456,44.2375,33.3025,4.16585,6.777937661744905,3214,3367
P1,0,421,507,44.2375,39.5595,4.41782,7.223982633727742,3214,4115
P1,0,421,573,44.2375,32.6154,6.77209,4.991512822551896,3214,2487
P1,0,421,626,44.2375,35.1363,4.53603,8.000008501401735,3214,3886
P1,0,421,632,44.2375,28.9483,4.60328,7.275814849128584,3214,3120
P1,0,605,422,45.8827,33.1671,2.37266,8.50505473350995,4745,3405
P1,0,605,518,45.8827,38.4734,3.83709,8.001655149411274,4745,3484
P1,0,605,559,45.8827,28.1435,2.24135,9.08131088568165,4745,3446
P1,0,605,589,45.8827,36.2428,4.893,6.712105373494966,4745,3898
P1,0,605,619,45.8827,29.6824,4.52671,6.374228883755272,4745,2793
P1,0,605,620,45.8827,39.5719,3.05661,8.02499233480008,4745,3905
P1,0,605,690,45.8827,30.8898,2.0597,9.157041114901691,4745,3147
P1,0,605,728,45.8827,47.5874,8.10843,5.59470906883459,4745,3393
P1,0,557,352,44.4624,35.046,3.31785,7.1614164813959125,3627,3740
P1,0,557,353,44.4624,37.3031,3.83225,8.105615030676514,3627,3545
P1,0,557,366,44.4624,51.8927,3.06551,8.64721040289462,3627,3766
P1,0,557,551,44.4624,28.8637,4.85852,6.57022790526242,3627,3027
P1,0,557,576,44.4624,45.2093,4.9362,6.834885867153086,3627,3261
P1,0,557,709,44.4624,37.8398,3.26556,8.52177995562248,3627,3342
P1,0,557,720,44.4624,33.8931,5.24464,6.636459165520795,3627,3201
P1,0,566,446,38.5651,32.5494,4.22644,6.493074927497759,3878,3782
P1,0,566,567,38.5651,29.9811,6.63701,4.962430939811655,3878,3126
P1,0,566,695,38.5651,28.8874,3.1954,6.69418373072057,3878,4315
P1,0,566,715,38.5651,28.7045,6.14897,5.5212270651572535,3878,3401
P1,0,566,725,38.5651,38.473,5.07661,6.209734799498286,3878,3769
P1,0,566,730,38.5651,35.6351,2.45735,7.660111857544902,3878,3074
P1,0,448,438,41.4222,34.5139,4.72038,6.388580327623656,3686,3292
P1,0,448,441,41.4222,34.5405,4.12697,6.532989738611259,3686,3198
P1,0,448,442,41.4222,38.371,3.73726,7.213044362299459,3686,3483
P1,0,448,447,41.4222,25.1392,5.70481,5.709808777892654,3686,2395
P1,0,448,462,41.4222,41.4565,5.02833,6.551994462375561,3686,3935
P1,0,448,716,41.4222,33.0881,1.25194,8.779702737069176,3686,3006
P1,0,448,740,41.4222,32.4998,3.74139,6.705207092670592,3686,3292
P1,0,517,407,43.5571,31.1326,3.01537,7.905298697549701,3892,2705
P1,0,517,538,43.5571,35.8268,5.34154,6.1974979172115106,3892,3702
P1,0,517,672,43.5571,45.4985,3.30997,7.618191673396056,3892,3354
P1,0,517,674,43.5571,32.9691,4.4562,6.56670881346516,3892,3334
P1,0,517,687,43.5571,37.1728,4.26498,7.335565725605697,3892,3322
P1,1,5099,5003,47.9227,46.3949,6.56288,6.29406246731958,35991,35607
P1,1,5099,5045,47.9227,34.398,4.14212,8.003282189726912,35991,30548
P1,1,5099,5101,47.9227,40.039,4.72747,7.228945154766703,35991,25493
P1,1,5099,5129,47.9227,35.0228,2.76968,8.51175038607806,35991,30935
P1,1,5099,5182,47.9227,25.6372,2.09539,8.235097292175727,35991,30997
P1,1,5099,5244,47.9227,30.4319,2.39737,8.515233876723528,35991,35923
P1,1,5099,5287,47.9227,34.971,9.15179,4.823501185124763,35991,30936
P1,1,5198,5019,39.7142,40.4148,4.10234,6.571410244178947,30851,36246
P1,1,5198,5053,39.7142,41.9751,7.09738,5.82662064783696,30851,30902
P1,1,5198,5119,39.7142,24.4476,3.96069,5.833761729836075,30851,30670
P1,1,5198,5153,39.7142,21.1496,6.36149,4.7762223396110866,30851,25881
P1,1,5198,5232,39.7142,28.1107,4.04208,6.1987243628427295,30851,30895
P1,1,5198,5275,39.7142,42.178,2.40761,9.347994817098478,30851,35867
P1,1,5031,5009,49.948,33.3595,9.04114,4.937442264867511,30507,25255
P1,1,5031,5023,49.948,44.8999,4.66805,8.113074300171297,30507,30520
P1,1,5031,5176,49.948,44.6563,4.02529,8.496527003334954,30507,30462
P1,1,5306,4953,43.0004,26.6851,5.77931,5.203136053766034,35773,25712
P1,1,5306,5025,43.0004,32.373,2.77098,7.765542824194586,35773,30840
P1,1,5306,5092,43.0004,26.1455,1.00105,9.66327489889613,35773,31194
P1,1,5306,5151,43.0004,32.516,2.86036,8.33832020297254,35773,30648
P1,1,5306,5171,43.0004,34.2083,5.67488,6.126128588472495,35773,35721
P1,1,5306,5181,43.0004,32.9056,9.46721,4.111999349185261,35773,30966
P1,1,5306,5200,43.0004,26.8795,2.49708,8.911897433347175,35773,30870
P1,1,5241,5016,41.6815,25.0115,6.63081,5.539592176397917,36161,30890
P1,1,5241,5087,41.6815,31.8818,4.24229,6.150966908541779,36161,31029
P1,1,5241,5115,41.6815,44.9367,6.40607,7.835779128287115,36161,36012
P1,1,5241,5174,41.6815,30.5551,1.02632,8.334089474999653,36161,31069
P1,1,5241,5233,41.6815,24.8477,5.06346,6.297110191913747,36161,25628
P1,1,5241,5244,41.6815,30.4319,1.4368,9.409938874727084,36161,35923
P1,1,5241,5292,41.6815,29.9121,4.93173,6.255789760414228,36161,25662
P1,1,5204,5061,36.256,22.8266,4.61471,5.961373249478682,30895,31034
P1,1,5204,5090,36.256,19.6272,3.92774,6.305591963995131,30895,25914
P1,1,5204,5129,36.256,35.0228,7.47944,4.8877870278992335,30895,30935
P1,1,5204,5156,36.256,28.2771,3.91127,6.40407445634418,30895,31101
P1,1,5204,5172,36.256,35.4167,5.82373,5.2389027795522205,30895,25607
P1,1,5204,5287,36.256,34.971,1.44185,8.597528318005121,30895,30936
P1,1,5229,5083,44.6843,46.0696,5.07263,7.70517923457748,30978,35990
P1,1,5229,5108,44.6843,40.8411,7.84673,6.045090832121549,30978,30956
P1,1,5229,5230,44.6843,26.2609,7.1593,5.263583620319905,30978,25861
P1,1,5229,5235,44.6843,34.8482,0.233514,8.762087418703377,30978,30580
P1,1,5229,5246,44.6843,46.4081,4.86236,7.506118154658904,30978,36175
P1,1,5114,5005,42.5975,31.3881,5.10131,5.852355129014302,30987,25893
P1,1,5114,5107,42.5975,25.8576,8.15712,4.298977898338161,30987,25547
P1,1,5114,5108,42.5975,40.8411,2.9783,8.256843463878916,30987,30956
P1,1,5114,5235,42.5975,34.8482,3.95869,7.086439616803349,30987,30580
P1,1,5114,5262,42.5975,50.8311,5.40075,8.07654541169676,30987,41546
P1,1,5114,5270,42.5975,38.3401,5.20798,6.694120699008945,30987,31088
P1,1,5083,4939,46.0696,22.2658,1.71435,7.655080672773082,35990,30872
P1,1,5083,5229,46.0696,44.6843,5.07263,7.70517923457748,35990,30978
P1,1,5083,5235,46.0696,34.8482,9.05891,5.318686175386174,35990,30580
P1,1,5275,5053,42.178,41.9751,3.78725,7.7139335551779284,35867,30902
P1,1,5275,5085,42.178,38.615,3.83177,8.07495448358497,35867,35861
P1,1,5275,5100,42.178,36.9674,2.60487,8.470342568763085,35867,35827
P1,1,5275,5126,42.178,31.3394,8.84052,4.452572297840878,35867,31061
P1,1,5275,5152,42.178,35.7091,6.55211,5.152106269061227,35867,20597
P1,1,5275,5153,42.178,21.1496,2.24124,7.299179032555648,35867,25881
P1,1,5275,5198,42.178,39.7142,2.40761,9.347994817098478,35867,30851
P1,1,5226,5116,46.7589,42.5605,5.3405,7.094318819264398,41713,41649
P1,1,5226,5188,46.7589,34.6437,3.92924,7.320269038092046,41713,30717
P1,1,5226,5190,46.7589,26.876,4.28197,6.71275209190694,41713,25791
P1,1,5226,5192,46.7589,39.2411,2.55736,8.659216122672362,41713,26088
P1,1,5226,5210,46.7589,48.1283,2.76123,8.415758103321709,41713,31155
P1,1,5226,5259,46.7589,36.468,4.14247,7.819622109453179,41713,31312
P1,1,5226,5272,46.7589,32.6262,4.65961,6.431178647076211,41713,25831
P1,1,5226,5286,46.7589,38.0727,2.11191,8.459341542970408,41713,31283
P1,1,5257,4999,37.3029,40.5195,7.72871,4.607902985215293,35770,41435
P1,1,5257,5011,37.3029,20.8344,1.77459,6.915984003017938,35770,25765
P1,1,5257,5117,37.3029,31.9516,3.62748,8.18355553322295,35770,30902
P1,1,5257,5128,37.3029,31.0295,2.722,7.687493357031275,35770,35994
P1,1,5257,5133,37.3029,31.8121,7.49638,4.674815148602136,35770,25480
P1,1,5257,5134,37.3029,27.2191,2.13252,8.403589399781264,35770,30960
P1,1,5257,5248,37.3029,19.2663,3.09222,6.534256109122141,35770,25613
P1,1,5021,4979,45.8522,36.5456,3.68611,8.153323226150244,35691,30449
P1,1,5021,5008,45.8522,24.6514,6.58562,5.135248379514762,35691,30926
P1,1,5021,5020,45.8522,27.7416,3.45992,7.139235511395392,35691,30550
P1,1,5021,5112,45.8522,30.6891,1.33776,8.485107140641242,35691,30675
P1,1,5021,5177,45.8522,42.2623,9.46079,4.898764811485548,35691,30437
P1,1,5021,5265,45.8522,32.1623,2.92465,6.893344512061541,35691,30655
P1,1,5276,4946,41.264,30.0747,3.54665,6.869184493264105,35580,25790
P1,1,5276,4952,41.264,34.985,5.73866,6.199035703438075,35580,35934
P1,1,5276,5128,41.264,31.0295,2.63895,8.203070554792275,35580,35994
P1,1,5276,5132,41.264,37.0279,4.43879,6.521576553257659,35580,30986
P1,1,5276,5135,41.264,28.584,4.18442,6.611867414800452,35580,31052
P1,1,5276,5136,41.264,30.9276,3.40741,7.017076509800928,35580,30589
P1,1,5276,5151,41.264,32.516,4.53314,6.705442520848268,35580,30648
P1,1,5127,5005,41.0826,31.3881,6.06492,5.602918225996164,30900,25893
P1,1,5127,5108,41.0826,40.8411,3.88268,7.5451402376960495,30900,30956
P1,1,5127,5132,41.0826,37.0279,6.58455,6.1891170631116665,30900,30986
P1,1,5127,5135,41.0826,28.584,1.80542,8.329013512715658,30900,31052
P1,1,5127,5246,41.0826,46.4081,5.54995,7.024554593239347,30900,36175
P1,1,5127,5274,41.0826,37.9724,5.7861,6.554076350638587,30900,36268
P1,1,4999,4994,40.5195,21.4652,4.87578,5.117020780698083,41435,25919
P1,1,4999,5117,40.5195,31.9516,2.80785,8.685435005439622,41435,30902
P1,1,4999,5231,40.5195,36.9033,2.74047,8.47068421592872,41435,35879
P1,1,4999,5237,40.5195,20.0494,5.35888,4.939817675888963,41435,25524
P1,1,4999,5248,40.5195,19.2663,2.8774,6.6409238490767235,41435,25613
P1,1,4999,5257,40.5195,37.3029,7.72871,4.607902985215293,41435,35770
P1,1,5213,5048,36.5562,39.1771,2.71692,7.655079691657102,30920,36195
P1,1,5213,5072,36.5562,20.3881,4.17602,5.6049204344591725,30920,20472
P1,1,5213,5126,36.5562,31.3394,4.03212,5.979788687905285,30920,31061
P1,1,5213,5196,36.5562,33.3683,5.23714,5.839959524953919,30920,31021
P1,1,5213,5215,36.5562,34.7688,3.38046,6.870901606925834,30920,31273
P1,1,5213,5263,36.5562,27.3749,7.36943,4.885549145981442,30920,30864
P1,1,5117,4999,31.9516,40.5195,2.80785,8.685435005439622,30902,41435
P1,1,5117,5134,31.9516,27.2191,6.35335,4.795699294863681,30902,30960
P1,1,5117,5137,31.9516,18.2265,3.44674,5.946824704681402,30902,25799
P1,1,5117,5257,31.9516,37.3029,3.62748,8.18355553322295,30902,35770
P1,1,5117,5264,31.9516,34.0789,3.17623,7.3662501191966046,30902,36012
P1,1,5262,4997,50.8311,34.7975,4.67461,6.63632487975084,41546,25781
P1,1,5262,5107,50.8311,25.8576,2.8257,6.7784954524732095,41546,25547
P1,1,5262,5114,50.8311,42.5975,5.40075,8.07654541169676,41546,30987
P1,1,5262,5245,50.8311,33.9469,4.57513,8.117475936280933,41546,30951
P1,1,5262,5261,50.8311,38.6668,2.23112,8.73607384261374,41546,36414
P1,1,5262,5269,50.8311,27.8563,7.95485,4.726312023131778,41546,31518
P1,1,5262,5270,50.8311,38.3401,0.142526,10.490865630332893,41546,31088
P1,1,5262,5283,50.8311,38.1735,5.84043,7.480420565783718,41546,31393
P1,1,5108,5005,40.8411,31.3881,3.92422,6.641297651310322,30956,25893
P1,1,5108,5114,40.8411,42.5975,2.9783,8.256843463878916,30956,30987
P1,1,5108,5127,40.8411,41.0826,3.88268,7.5451402376960495,30956,30900
P1,1,5108,5229,40.8411,44.6843,7.84673,6.045090832121549,30956,30978
P1,1,5108,5235,40.8411,34.8482,6.24951,6.610901483519475,30956,30580
P1,1,5108,5246,40.8411,46.4081,3.99516,7.1287359573840305,30956,36175
P1,1,5246,5093,46.4081,38.5273,3.22248,8.237284035141679,36175,41612
P1,1,5246,5108,46.4081,40.8411,3.99516,7.1287359573840305,36175,30956
P1,1,5246,5127,46.4081,41.0826,5.54995,7.024554593239347,36175,30900
P1,1,5246,5132,46.4081,37.0279,2.59213,8.227731947049561,36175,30986
P1,1,5246,5229,46.4081,44.6843,4.86236,7.506118154658904,36175,30978
P1,1,5246,5230,46.4081,26.2609,3.76125,7.359014741499028,36175,25861
P1,1,5246,5256,46.4081,25.7995,8.59955,4.654418593390584,36175,25415
P1,2,5724,5572,54.5637,54.508,2.49571,9.79149407730858,34191,45761
P1,2,5724,5581,54.5637,34.3614,4.8441,7.562122064110641,34191,28666
P1,2,5724,5650,54.5637,40.9048,5.31696,7.648095249969695,34191,33849
P1,2,5724,5710,54.5637,33.2247,2.90912,7.94623059309916,34191,39534
P1,2,5724,5836,54.5637,43.4188,8.72198,5.902511188754243,34191,28096
P1,2,5724,5842,54.5637,44.5417,7.11004,6.2274536019025435,34191,39559
P1,2,5791,5568,51.2049,39.6115,1.7619,9.934283338646022,33775,34355
P1,2,5791,5721,51.2049,47.2204,8.47458,5.953092671355286,33775,40038
P1,2,5791,5768,51.2049,35.4951,5.56978,7.003499139609856,33775,28474
P1,2,5721,5576,47.2204,38.7219,4.28603,7.373144532633549,40038,40302
P1,2,5721,5729,47.2204,40.3868,4.73503,7.525970960098373,40038,34152
P1,2,5721,5768,47.2204,35.4951,1.76888,8.092574710285723,40038,28474
P1,2,5721,5791,47.2204,51.2049,8.47458,5.953092671355286,40038,33775
P1,2,5721,5840,47.2204,24.6963,6.45008,5.216492273302434,40038,22954
P1,2,5721,5841,47.2204,38.2647,1.87801,7.976217505632663,40038,39827
P1,2,5842,5495,44.5417,35.8056,1.83336,8.69473807171901,39559,39751
