,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5329,0.0,50.0,0.0,0.5345
split 1,0.0,50.0,0.0,0.5219,0.0,50.0,0.0,0.5154
split 2,0.0,50.0,0.0,0.5813,0.0,50.0,0.0,0.4346
split 3,0.0,50.0,0.0,0.5331,0.0,50.0,0.0,0.4847
split 4,0.0,50.0,0.0,0.541,0.0,50.0,0.0,0.4886
split 5,0.0,50.0,0.0,0.5479,0.0,50.0,0.0,0.504
mean,0.0,50.0,0.0,0.543,0.0,50.0,0.0,0.4936
std,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0312
test mean,0.0,50.0,0.0,0.5544252145739436,0.0,50.000000000000014,0.0,0.56729781311636
test std,0.0,1.6054591898650453e-14,0.0,0.05436528073348933,0.0,1.879919374704706e-14,0.0,0.025401012946033103
