,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6066,0.0,50.0,0.0,0.5321
split 1,0.0,50.0,0.0,0.6131,0.0,50.0,0.0,0.543
split 2,0.0,50.0,0.0,0.5947,0.0,50.0,0.0,0.5533
split 3,0.0,50.0,0.0,0.613,0.0,50.0,0.0,0.477
split 4,0.0,50.0,0.0,0.6009,0.0,50.0,0.0,0.5579
split 5,0.0,50.0,0.0,0.595,0.0,50.0,0.0,0.5308
mean,0.0,50.0,0.0,0.6039,0.0,50.0,0.0,0.5324
std,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0267
test mean,0.0,50.00000000000001,0.0,0.6015253974290751,0.0,50.0,0.0,0.505190607320932
test std,0.0,1.5635339543114833e-14,0.0,0.06449265998003767,0.0,1.6473255640462455e-14,0.0,0.06258326129215723
