,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,33.07,50.51,14.0,34.68,39.53,47.1,36.06,54.14,51.12,0.6088,18.51,48.78,6.75,0.0,32.72,21.02,32.89,30.17,0.0,0.5161
split 1,35.09,49.83,18.31,37.12,39.91,45.06,36.71,52.45,46.02,0.5974,19.42,44.79,0.0,13.48,29.49,18.67,31.22,0.0,24.79,0.5509
split 2,38.13,49.54,26.68,38.19,40.69,41.95,38.53,42.5,44.82,0.6094,29.48,35.03,25.12,28.29,30.33,31.11,28.65,33.37,31.31,0.4993
split 3,34.75,50.05,16.99,37.19,40.04,47.51,36.61,59.75,46.17,0.607,23.46,43.35,2.66,24.36,30.48,24.85,31.19,8.92,34.43,0.4964
split 4,33.17,49.51,20.45,29.55,38.4,42.92,35.81,48.1,44.86,0.5982,27.88,45.1,9.12,29.41,33.23,31.45,33.74,27.1,33.5,0.5286
split 5,31.63,50.5,11.87,32.51,38.58,44.42,36.13,51.21,45.91,0.5995,28.59,45.08,2.08,38.6,35.37,32.19,34.44,24.63,37.5,0.5137
mean,34.31,49.99,18.05,34.88,39.52,44.83,36.64,51.36,46.48,0.6034,24.56,43.69,7.62,22.36,31.94,26.55,32.02,20.7,26.92,0.5175
std,2.06,0.41,4.76,3.04,0.81,2.02,0.9,5.3,2.14,0.0051,4.39,4.21,8.39,12.46,2.03,5.36,1.92,12.07,12.65,0.0184
test mean,28.00576352453158,48.3529719020429,13.61574253838113,22.0485761331707,37.2287940139647,38.73359805144209,36.159274074689904,39.44053696970551,40.600983109930795,0.6137156776622555,26.43477379090877,42.93981494035954,10.217242251651367,26.14726418071541,33.40755941283214,36.299121962310444,32.86516373206165,48.427889006712114,27.604313148157573,0.5129670245650431
test std,7.026203491741332,4.862784968829319,14.292569006485994,16.96007804437236,2.9835948490203448,13.844629451535178,4.541498787158471,33.2784220376767,25.314997334658997,0.06091268184422655,4.441596906705057,5.301953234121532,6.973971803638665,16.007670694708903,2.639113037467589,12.78404124985808,2.288108111419645,32.89561328654596,12.415383321171701,0.03284737299909283
