,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5893,0.0,50.0,0.0,0.4783
split 1,0.0,50.0,0.0,0.5773,0.0,50.0,0.0,0.3841
split 2,0.0,50.0,0.0,0.5762,0.0,50.0,0.0,0.4955
split 3,0.0,50.0,0.0,0.5683,0.0,50.0,0.0,0.472
split 4,0.0,50.0,0.0,0.5869,0.0,50.0,0.0,0.56
split 5,0.0,50.0,0.0,0.5918,0.0,50.0,0.0,0.4301
mean,0.0,50.0,0.0,0.5816,0.0,50.0,0.0,0.47
std,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0544
test mean,0.0,50.0,0.0,0.5418856043193943,0.0,50.0,0.0,0.5212903926738149
test std,0.0,1.2089121657132305e-14,0.0,0.08015057072652425,0.0,1.4210854715202004e-14,0.0,0.06891115099209445
